,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01007109,371,106,82,0,156,1,21,3,2
S01007110,324,87,104,0,104,6,10,4,9
S01007111,225,93,80,0,37,3,5,3,4
S01007112,214,126,66,0,6,2,10,2,2
S01007113,231,121,71,1,10,2,20,1,5
S01007114,378,181,137,0,29,12,8,2,9
S01007115,257,115,94,0,12,25,8,1,2
S01007116,315,121,177,0,5,1,6,0,5
S01007117,177,101,62,0,4,3,6,0,1
S01007118,282,42,72,0,103,40,21,1,3
S01007119,330,73,83,0,151,7,12,4,0
S01007120,483,84,115,0,174,39,66,4,1
S01007121,294,40,48,0,144,4,52,3,3
S01007122,287,94,70,1,33,55,25,2,7
S01007123,313,111,94,0,78,4,21,3,2
S01007124,380,139,138,0,47,33,22,1,0
S01007125,351,125,82,5,60,47,24,5,3
S01007126,399,55,55,4,216,31,36,1,1
S01007127,446,67,70,4,116,63,119,6,1
S01007128,411,92,91,1,190,13,21,2,1
S01007129,374,141,182,1,7,3,31,2,7
S01007130,280,125,111,0,21,0,20,2,1
S01007131,341,124,150,0,3,42,14,6,2
S01007132,297,149,122,0,6,1,16,2,1
S01007133,262,95,115,0,9,2,26,6,9
S01007134,317,114,119,0,33,6,33,5,7
S01007135,221,103,95,2,4,2,9,3,3
S01007136,185,59,94,0,0,0,26,1,5
S01007137,248,34,191,0,4,0,16,3,0
S01007138,243,100,108,0,5,1,25,2,2
S01007139,324,132,134,0,22,2,23,2,9
S01007140,405,158,150,0,11,26,41,9,10
S01007141,249,90,116,1,7,2,12,3,18
S01007142,153,25,117,0,1,0,9,0,1
S01007143,203,31,157,0,3,0,8,3,1
S01007144,240,89,66,1,7,2,41,15,19
S01007145,408,195,138,0,44,1,19,1,10
S01007146,334,143,124,0,36,1,24,1,5
S01007147,305,147,133,0,12,0,8,1,4
S01007148,204,89,102,0,5,0,6,1,1
S01007149,237,132,92,0,3,1,3,3,3
S01007150,350,219,92,3,11,2,7,4,12
S01007151,331,144,167,0,2,1,13,1,3
S01007152,237,120,92,0,12,1,9,1,2
S01007153,286,115,125,0,30,1,10,1,4
S01007154,453,163,130,15,10,80,45,5,5
S01007155,305,126,110,1,40,0,15,6,7
S01007156,308,115,127,0,32,0,25,6,3
S01007157,279,57,121,4,56,17,18,3,3
S01007158,386,103,218,1,32,3,20,4,5
S01007159,407,105,146,0,106,6,31,6,7
S01007160,377,114,125,3,83,21,20,2,9
S01007161,317,116,119,0,39,2,29,4,8
S01007162,271,54,62,1,56,34,56,7,1
S01007163,392,168,136,0,42,18,17,6,5
S01007164,257,118,88,1,17,2,22,1,8
S01007165,330,140,125,1,15,1,41,3,4
S01007166,328,143,109,1,31,2,31,6,5
S01007167,331,174,134,0,7,0,12,2,2
S01007168,415,233,162,0,3,0,12,3,2
S01007169,326,124,125,0,27,32,15,2,1
S01007170,268,105,92,1,5,2,44,5,14
S01007171,364,119,97,4,9,3,115,9,8
S01007172,333,153,108,0,5,2,41,8,16
S01007173,327,85,198,0,17,1,19,3,4
S01007174,286,58,146,0,21,44,11,2,4
S01007175,294,123,89,0,26,9,28,14,5
S01007176,290,103,84,0,9,36,13,39,6
S01007177,303,72,79,1,82,47,15,4,3
S01007178,505,80,87,9,214,75,35,4,1
S01007179,384,219,135,0,2,11,10,1,6
S01007180,347,203,95,0,30,4,8,5,2
S01007181,317,151,116,0,19,4,21,5,1
S01007182,526,204,163,2,23,64,57,6,7
S01007183,560,152,173,1,155,3,58,4,14
S01007184,594,140,168,1,89,83,97,9,7
S01007185,422,65,85,2,131,72,51,7,9
S01007186,327,39,49,1,24,157,47,4,6
S01007187,498,70,86,0,48,157,121,8,8
S01007188,328,81,84,0,16,53,79,10,5
S01007189,461,93,87,0,103,124,43,6,5
S01007190,378,147,118,0,37,40,29,3,4
S01007191,274,73,84,0,15,51,41,6,4
S01007192,286,69,78,0,109,16,12,0,2
S01007193,289,57,119,0,17,78,11,1,6
S01007194,276,45,50,1,125,23,30,1,1
S01007195,237,64,56,0,62,40,11,2,2
S01007196,278,31,96,1,47,83,15,5,0
S01007197,286,18,27,0,107,115,17,1,1
S01007198,229,46,50,1,94,19,13,4,2
S01007199,306,48,66,0,170,7,13,2,0
S01007200,405,99,143,0,108,22,24,5,4
S01007201,350,117,98,2,115,1,11,2,4
S01007202,350,116,89,0,125,1,13,3,3
S01007203,250,67,115,0,34,19,10,2,3
S01007204,426,132,139,1,21,47,62,7,17
S01007205,263,96,80,0,6,5,53,5,18
S01007206,212,78,46,0,42,3,30,9,4
S01007207,420,158,146,0,57,19,31,6,3
S01007208,550,83,125,6,169,32,117,9,9
S01007209,389,106,81,1,15,63,104,13,6
S01007210,387,72,97,1,142,9,59,5,2
S01007211,498,110,97,0,125,117,39,9,1
S01007212,259,102,83,1,17,3,43,3,7
S01007213,423,180,112,2,36,22,56,7,8
S01007214,424,81,79,0,162,46,43,8,5
S01007215,397,103,101,0,90,18,73,4,8
S01007216,315,140,113,1,29,2,22,2,6
S01007217,460,116,124,4,154,17,39,2,4
S01007218,353,182,136,1,10,4,16,1,3
S01007219,386,83,130,1,130,16,15,4,7
S01007220,330,73,117,1,60,47,30,2,0
S01007221,273,113,117,0,12,12,17,0,2
S01007222,320,120,88,7,24,58,22,1,0
S01007223,200,77,97,1,2,1,19,1,2
S01007224,279,114,89,0,46,6,14,5,5
S01007225,369,137,129,1,15,3,68,9,7
S01007226,322,133,104,0,5,3,51,3,23
S01007227,425,155,159,2,59,14,22,6,8
S01007228,260,75,81,0,15,3,71,3,12
S01007229,455,135,139,0,13,2,117,13,36
S01007230,358,44,73,2,204,17,13,3,2
S01007231,372,57,76,1,158,4,63,6,7
S01007232,381,40,50,0,182,54,47,1,7
S01007233,347,107,107,1,34,53,38,6,1
S01007234,263,91,71,0,37,23,29,4,8
S01007235,407,104,98,0,77,17,94,6,11
S01007236,305,90,115,0,50,1,42,4,3
S01007237,325,152,124,0,16,5,23,1,4
S01007238,417,118,148,0,81,42,24,3,1
S01007239,367,186,124,3,14,12,21,3,4
S01007240,233,83,52,1,6,2,66,8,15
S01007241,242,109,82,0,3,1,33,2,12
S01007242,447,180,166,0,42,12,33,7,7
S01007243,255,108,99,0,19,6,15,2,6
S01007244,303,144,81,1,12,4,39,9,13
S01007245,310,102,88,0,64,3,45,2,6
S01007246,237,89,78,4,15,10,30,5,6
S01007247,279,69,80,0,24,4,75,6,21
S01007248,310,180,108,1,2,4,12,1,2
S01007249,174,85,43,1,3,18,18,1,5
S01007250,432,131,131,5,22,68,64,9,2
S01007251,250,51,70,5,50,50,13,3,8
S01007252,315,109,112,0,8,44,30,6,6
S01007253,358,168,128,2,27,4,15,3,11
S01007254,401,68,96,0,144,37,46,6,4
S01007255,374,52,75,1,181,34,21,6,4
S01007256,407,88,102,0,103,34,68,4,8
S01007257,296,54,60,0,124,6,44,4,4
S01007258,410,107,101,1,82,68,43,4,4
S01007259,414,96,110,1,120,30,41,6,10
S01007260,418,69,112,0,173,37,20,1,6
S01007261,356,164,121,0,56,0,10,0,5
S01007262,301,86,111,0,80,3,12,4,5
S01007263,366,131,113,1,98,2,15,1,5
S01007264,339,122,113,0,89,2,9,1,3
S01007265,472,97,155,3,129,53,30,3,2
S01007266,305,96,90,0,40,28,37,3,11
S01007267,222,74,42,0,8,6,69,1,22
S01007268,249,95,50,0,1,5,78,6,14
S01007269,224,101,79,0,15,9,13,1,6
S01007270,205,63,47,0,13,2,55,12,13
S01007271,448,176,157,0,50,4,45,12,4
S01007272,417,77,85,2,202,27,17,5,2
S01007273,296,110,88,3,50,12,21,5,7
S01007274,456,104,104,2,108,38,85,8,7
S01007275,243,110,78,0,26,15,9,2,3
S01007276,369,128,135,1,73,2,18,7,5
S01007277,327,161,122,0,11,14,13,2,4
S01007278,227,111,102,0,2,1,8,1,2
S01007279,240,109,49,0,5,3,42,5,27
S01007280,237,62,46,1,4,8,89,5,22
S01007281,361,133,115,0,6,7,69,6,25
S01007282,228,44,52,0,11,7,75,4,35
S01007283,482,198,124,2,74,18,49,6,11
S01007284,403,207,77,0,0,58,33,14,14
S01007285,358,171,88,0,0,40,39,11,9
S01007286,460,164,112,2,0,93,73,10,6
S01007287,281,127,55,0,0,42,28,16,13
S01007288,252,109,57,0,0,14,44,11,17
S01007289,323,162,120,2,0,10,22,5,2
S01007290,276,28,87,5,0,131,23,1,1
S01007291,329,75,95,5,0,108,33,7,6
S01007292,320,131,134,0,0,31,14,4,6
S01007293,310,49,99,2,0,140,16,2,2
S01007294,378,124,146,1,0,66,27,7,7
S01007295,307,24,42,1,0,200,37,2,1
S01007296,354,92,74,14,0,73,87,6,8
S01007297,444,165,141,1,0,25,91,5,16
S01007298,244,83,82,1,0,55,16,3,4
S01007299,387,100,117,1,0,85,75,1,8
S01007300,241,53,71,0,0,99,15,0,3
S01007301,311,152,83,1,0,18,40,5,12
S01007302,280,76,94,0,0,83,14,5,8
S01007303,366,166,109,1,0,34,28,17,11
S01007304,310,160,56,3,0,29,41,11,10
S01007305,305,137,92,0,0,39,26,3,8
S01007306,342,129,102,0,0,69,30,4,8
S01007307,337,152,101,2,0,6,55,6,15
S01007308,339,173,76,1,0,28,38,8,15
S01007309,277,121,72,4,0,30,37,3,10
S01007310,380,203,72,0,0,34,55,6,10
S01007311,343,88,88,2,0,84,59,9,13
S01007312,355,177,91,1,0,36,38,3,9
S01007313,436,222,118,4,0,22,40,14,16
S01007314,292,105,116,4,0,30,27,6,4
S01007315,434,144,168,14,0,67,20,10,11
S01007316,449,128,110,0,0,165,34,3,9
S01007317,266,77,94,1,0,60,27,4,3
S01007318,274,63,89,6,0,94,16,3,3
S01007319,369,140,95,1,0,87,36,4,6
S01007320,353,174,77,3,0,16,37,21,25
S01007321,271,131,68,1,0,16,37,8,10
S01007322,376,143,88,2,0,102,25,10,6
S01007323,227,93,71,0,0,39,16,2,6
S01007324,167,73,18,0,0,30,25,7,14
S01007325,393,188,68,0,0,61,41,15,20
S01007326,346,140,57,0,0,45,61,14,29
S01007327,350,113,79,2,0,110,21,13,12
S01007328,390,109,94,0,0,148,24,5,10
S01007329,314,129,51,0,0,58,59,6,11
S01007330,375,207,70,0,0,53,31,4,10
S01007331,419,160,122,0,0,86,35,6,10
S01007332,219,126,52,0,0,18,12,1,10
S01007333,367,156,113,0,0,64,23,6,5
S01007334,391,56,44,1,0,250,28,5,7
S01007335,412,104,92,3,0,186,13,4,10
S01007336,302,58,56,0,0,67,111,7,3
S01007337,380,115,80,0,0,144,28,9,4
S01007338,302,119,88,0,0,88,2,2,3
S01007339,302,148,72,0,0,56,13,6,7
S01007340,273,108,43,1,0,82,27,3,9
S01007341,394,211,90,2,0,39,44,4,4
S01007342,359,216,101,0,0,5,25,4,8
S01007343,302,116,51,0,0,18,97,11,9
S01007344,242,108,64,1,0,31,29,3,6
S01007345,315,49,42,4,0,201,15,2,2
S01007346,351,65,31,8,0,184,51,6,6
S01007347,351,98,62,0,0,162,20,5,4
S01007348,280,56,59,3,0,139,19,4,0
S01007349,189,59,36,0,0,74,19,1,0
S01007350,331,112,55,0,0,72,69,13,10
S01007351,355,201,64,0,0,42,26,6,16
S01007352,230,112,40,0,0,13,44,4,17
S01007353,282,150,76,1,0,29,12,6,8
S01007354,403,185,125,0,0,38,41,9,5
S01007355,464,244,110,2,0,30,56,16,6
S01007356,350,168,93,2,0,48,27,6,6
S01007357,388,195,77,5,0,58,39,6,8
S01007358,368,129,158,2,0,39,30,2,8
S01007359,371,139,105,0,0,96,26,3,2
S01007360,236,124,70,0,0,19,17,2,4
S01007361,507,235,144,3,0,53,67,2,3
S01007362,316,135,112,0,0,24,35,6,4
S01007363,348,156,80,0,0,78,32,0,2
S01007364,409,80,96,0,0,204,20,3,6
S01007365,215,76,60,7,0,58,7,5,2
S01007366,276,55,42,0,0,139,32,6,2
S01007367,295,87,85,1,0,54,48,8,12
S01007368,233,43,53,3,0,117,11,5,1
S01007369,378,124,118,0,0,85,41,8,2
S01007370,389,116,122,1,0,58,76,10,6
S01007371,320,115,122,2,0,31,38,9,3
S01007372,374,182,120,8,0,18,30,11,5
S01007373,283,155,93,1,0,5,16,3,10
S01007374,217,70,102,0,0,32,9,1,3
S01007375,216,109,78,0,0,4,18,7,0
S01007376,371,95,113,0,0,134,18,7,4
S01007377,279,107,153,0,0,5,10,1,3
S01007378,231,86,105,1,0,14,16,6,3
S01007379,234,62,78,0,0,79,7,4,4
S01007380,229,46,106,0,0,61,11,3,2
S01007381,191,104,59,0,0,4,6,18,0
S01007382,281,105,125,1,0,23,22,0,5
S01007383,349,135,131,0,0,40,36,6,1
S01007384,332,105,142,0,0,18,32,35,0
S01007385,404,193,137,0,0,35,30,5,4
S01007386,337,197,117,0,0,2,17,3,1
S01007387,289,151,119,0,0,4,2,10,3
S01007388,256,114,126,1,0,3,9,2,1
S01007389,198,12,43,0,0,55,18,68,2
S01007390,193,14,40,0,0,63,23,52,1
S01007391,223,117,93,0,0,2,6,2,3
S01007392,200,105,81,0,0,3,7,3,1
S01007393,308,132,88,0,0,58,23,4,3
S01007394,335,182,104,0,0,6,33,5,5
S01007395,516,122,147,3,0,69,163,6,6
S01007396,477,134,148,1,0,58,105,18,13
S01007397,443,178,155,0,0,40,55,8,7
S01007398,279,38,87,0,0,135,11,4,4
S01007399,324,40,60,1,0,196,21,5,1
S01007400,344,160,119,0,0,30,27,4,4
S01007401,290,117,133,0,0,6,28,3,3
S01007402,260,114,132,0,0,5,5,3,1
S01007403,261,34,97,1,0,16,19,93,1
S01007404,193,53,48,0,0,23,46,4,19
S01007405,277,110,129,0,0,5,26,3,4
S01007406,252,130,103,0,0,2,10,1,6
S01007407,315,139,126,0,0,32,13,3,2
S01007408,256,70,111,0,0,59,12,3,1
S01007409,308,97,130,1,20,39,20,1,0
S01007410,291,45,56,0,105,61,17,2,5
S01007411,437,54,101,0,163,75,29,8,7
S01007412,212,71,67,0,56,6,1,5,6
S01007413,360,88,222,0,12,15,17,3,3
S01007414,244,46,179,0,2,5,9,3,0
S01007415,374,79,116,0,44,118,9,1,7
S01007416,223,24,44,0,8,132,12,3,0
S01007417,406,114,228,0,10,6,39,6,3
S01007418,292,71,104,1,47,46,14,5,4
S01007419,332,49,95,0,45,126,13,4,0
S01007420,296,72,172,0,11,5,21,4,11
S01007421,282,65,142,2,38,10,18,5,2
S01007422,261,86,109,7,18,20,12,2,7
S01007423,325,80,155,1,49,5,24,2,9
S01007424,340,176,135,0,5,3,13,3,5
S01007425,373,156,135,2,64,0,12,4,0
S01007426,344,92,102,4,91,8,39,7,1
S01007427,309,86,84,0,104,16,16,1,2
S01007428,465,118,151,2,93,30,59,6,6
S01007429,324,79,134,0,58,4,42,4,3
S01007430,211,68,65,0,25,5,45,0,3
S01007431,218,96,105,0,10,0,6,0,1
S01007432,354,111,159,0,50,6,19,2,7
S01007433,350,112,126,0,68,2,30,4,8
S01007434,242,40,65,2,110,1,18,4,2
S01007435,327,92,137,0,60,2,27,6,3
S01007436,356,46,87,5,120,65,28,2,3
S01007437,230,56,54,0,91,0,26,1,2
S01007438,338,98,96,1,114,3,19,4,3
S01007439,337,106,124,2,48,21,28,3,5
S01007440,295,78,105,0,34,68,4,0,6
S01007441,226,95,118,0,5,2,6,0,0
S01007442,198,104,83,0,2,0,4,2,3
S01007443,387,171,113,1,63,5,23,3,8
S01007444,427,205,156,3,23,12,19,2,7
S01007445,265,130,112,0,7,3,9,1,3
S01007446,201,94,86,0,4,0,14,1,2
S01007447,209,117,68,0,6,1,11,1,5
S01007448,367,176,136,2,26,2,21,2,2
S01007449,458,127,128,1,163,3,26,5,5
S01007450,332,64,81,0,156,1,24,3,3
S01007451,283,87,117,1,56,4,10,3,5
S01007452,209,49,60,0,79,0,20,0,1
S01007453,212,32,162,0,3,2,11,1,1
S01007454,190,50,61,0,59,2,14,1,3
S01007455,388,61,87,1,88,122,24,4,1
S01007456,394,53,93,1,198,1,39,4,5
S01007457,465,89,148,0,186,4,34,0,4
S01007458,224,96,96,0,10,13,7,0,2
S01007459,291,98,99,2,72,2,12,2,4
S01007460,345,82,108,0,79,51,17,3,5
S01007461,372,38,54,0,201,36,39,4,0
S01007462,371,78,133,1,83,3,66,2,5
S01007463,377,38,68,2,212,38,19,0,0
S01007464,313,43,48,0,109,92,16,4,1
S01007465,380,28,51,4,204,58,32,1,2
S01007466,581,57,96,4,144,158,112,6,4
S01007467,523,128,143,0,104,55,82,6,5
S01007468,333,113,177,1,6,7,25,3,1
S01007469,250,58,101,1,75,2,11,0,2
S01007470,335,49,69,3,136,44,24,5,5
S01007471,203,37,83,0,66,2,12,0,3
S01007472,273,66,80,1,74,28,15,4,5
S01007473,227,44,77,0,93,3,5,2,3
S01007474,213,74,108,2,21,1,5,2,0
S01007475,257,81,126,1,26,1,17,2,3
S01007476,317,145,104,0,32,15,10,1,10
S01007477,247,85,109,0,22,3,22,4,2
S01007478,433,121,161,2,10,73,53,8,5
S01007479,275,50,140,2,34,5,42,2,0
S01007480,327,63,189,0,33,2,33,6,1
S01007481,394,259,99,1,0,4,18,4,9
S01007482,253,90,45,0,0,92,21,2,3
S01007483,340,95,132,0,0,78,24,2,9
S01007484,285,70,63,2,0,87,46,5,12
S01007485,219,27,20,0,0,153,18,0,1
S01007486,255,28,15,2,0,193,14,0,3
S01007487,498,75,108,1,0,184,114,11,5
S01007488,483,145,139,9,0,89,81,10,10
S01007489,406,160,122,0,0,71,36,7,10
S01007490,378,141,102,1,0,105,20,3,6
S01007491,460,99,154,7,0,155,43,1,1
S01007492,332,93,105,1,0,109,16,1,7
S01007493,368,93,118,14,0,113,18,5,7
S01007494,239,118,59,0,0,26,23,6,7
S01007495,345,173,85,0,0,19,33,8,27
S01007496,470,228,88,6,0,50,75,5,18
S01007497,264,73,57,0,0,54,51,11,18
S01007498,416,166,106,3,0,67,56,7,11
S01007499,358,112,94,1,0,86,46,11,8
S01007500,288,90,36,3,0,52,89,2,16
S01007501,325,172,40,1,0,45,43,6,18
S01007502,248,104,56,0,0,37,36,8,7
S01007503,482,211,97,0,0,83,63,13,15
S01007504,321,145,53,1,0,39,62,7,14
S01007505,179,74,35,0,0,31,30,5,4
S01007506,237,128,48,0,0,6,39,4,12
S01007507,455,174,102,0,0,105,57,4,13
S01007508,329,151,63,0,0,50,41,5,19
S01007509,274,153,46,0,0,25,34,4,12
S01007510,459,246,61,0,0,79,47,6,20
S01007511,370,132,50,2,0,143,29,6,8
S01007512,247,133,25,5,0,37,32,3,12
S01007513,468,133,115,1,0,161,45,7,6
S01007514,247,89,50,1,0,34,65,7,1
S01007515,254,136,71,0,0,9,28,5,5
S01007516,257,60,58,0,0,85,43,5,6
S01007517,224,103,47,2,0,37,26,3,6
S01007518,381,119,107,2,0,119,20,10,4
S01007519,215,125,40,0,0,12,26,8,4
S01007520,446,194,103,1,0,63,56,8,21
S01007521,202,86,14,3,0,7,50,8,34
S01007522,476,220,102,3,0,99,36,5,11
S01007523,229,105,53,2,0,11,37,7,14
S01007524,385,178,82,2,0,25,53,15,30
S01007525,237,97,65,0,0,39,26,3,7
S01007526,385,135,57,2,0,119,58,9,5
S01007527,374,169,107,0,0,59,27,4,8
S01007528,363,97,78,0,0,102,67,12,7
S01007529,308,179,69,0,0,33,19,4,4
S01007530,223,96,44,0,0,3,56,3,21
S01007531,313,137,47,0,0,42,51,9,27
S01007532,248,98,58,1,0,33,31,2,25
S01007533,222,95,49,0,0,13,43,10,12
S01007534,428,150,107,2,0,127,27,9,6
S01007535,492,173,86,3,0,203,16,7,4
S01007536,443,172,105,0,0,66,74,11,15
S01007537,518,217,90,1,0,117,67,14,12
S01007538,366,163,98,0,0,14,65,8,18
S01007539,331,211,87,0,0,1,24,3,5
S01007540,450,154,104,2,0,134,42,9,5
S01007541,337,171,95,1,0,27,28,5,10
S01007542,416,141,117,1,0,111,34,5,7
S01007543,481,141,136,1,0,142,41,12,8
S01007544,496,312,90,7,0,9,55,6,17
S01007545,359,186,71,0,0,30,47,4,21
S01007546,223,91,90,0,0,13,9,6,14
S01007547,239,96,63,3,0,16,36,7,18
S01007548,304,116,86,0,0,49,34,5,14
S01007549,298,138,47,2,0,50,38,9,14
S01007550,449,205,82,0,0,67,60,13,22
S01007551,395,199,80,4,0,18,65,9,20
S01007552,401,111,80,0,0,173,29,3,5
S01007553,376,92,80,0,0,189,10,2,3
S01007554,221,50,27,0,0,137,5,0,2
S01007555,238,105,69,1,0,34,14,4,11
S01007556,227,59,46,0,0,103,15,2,2
S01007557,478,115,133,0,0,196,21,10,3
S01007558,189,92,51,0,0,10,21,4,11
S01007559,308,93,72,0,0,14,82,6,41
S01007560,440,176,99,0,0,92,46,9,18
S01007561,357,156,77,0,0,80,34,4,6
S01007562,365,125,85,1,0,53,68,6,27
S01007563,396,158,90,0,0,45,74,8,21
S01007564,323,143,72,0,0,28,62,4,14
S01007565,396,155,118,1,0,47,51,8,16
S01007566,275,116,79,1,0,26,33,3,17
S01007567,233,103,69,0,0,9,35,12,5
S01007568,295,107,84,0,0,18,65,4,17
S01007569,342,136,67,0,0,35,70,6,28
S01007570,295,136,82,0,0,48,20,4,5
S01007571,240,95,66,1,0,7,54,1,16
S01007572,370,145,114,4,0,82,13,3,9
S01007573,329,60,214,0,0,9,38,5,3
S01007574,438,112,144,2,0,155,13,11,1
S01007575,452,109,98,0,0,219,16,8,2
S01007576,344,47,43,1,0,237,15,1,0
S01007577,296,53,54,0,0,176,10,2,1
S01007578,332,54,54,1,0,192,24,3,4
S01007579,298,34,58,4,0,179,18,4,1
S01007580,293,49,79,0,0,135,24,4,2
S01007581,198,52,51,0,0,75,15,4,1
S01007582,285,50,83,1,0,127,19,2,3
S01007583,519,54,76,1,0,338,45,2,3
S01007584,279,64,80,0,0,100,26,1,8
S01007585,438,237,131,0,0,37,18,3,12
S01007586,377,100,103,0,0,139,27,4,4
S01007587,306,120,97,1,0,39,37,6,6
S01007588,360,180,127,0,0,24,21,4,4
S01007589,408,154,116,0,0,20,99,11,8
S01007590,289,171,97,0,0,2,13,3,3
S01007591,272,84,99,0,0,41,42,5,1
S01007592,353,67,68,12,0,122,72,8,4
S01007593,453,192,158,0,0,55,37,4,7
S01007594,334,132,137,0,0,35,22,5,3
S01007595,443,169,106,0,0,57,89,2,20
S01007596,275,133,56,2,0,4,53,13,14
S01007597,254,105,73,1,0,10,49,6,10
S01007598,266,122,76,0,0,12,49,3,4
S01007599,361,93,131,0,0,67,56,7,7
S01007600,510,176,143,18,0,91,47,8,27
S01007601,300,76,140,14,0,21,42,5,2
S01007602,269,108,127,1,0,3,24,4,2
S01007603,309,120,159,0,0,5,21,3,1
S01007604,389,221,141,2,0,8,14,1,2
S01007605,364,183,147,0,0,1,22,7,4
S01007606,314,127,121,1,0,3,39,16,7
S01007607,294,149,121,0,0,1,17,2,4
S01007608,308,145,135,0,0,6,16,2,4
S01007609,447,113,113,1,0,168,43,5,4
S01007610,255,59,54,21,0,77,35,6,3
S01007611,538,137,80,13,0,193,99,8,8
S01007612,609,92,84,1,0,203,211,10,8
S01007613,324,138,113,0,0,8,55,8,2
S01007614,358,174,154,0,0,7,17,4,2
S01007615,515,169,187,2,0,66,83,4,4
S01007616,387,103,116,3,0,92,53,9,11
S01007617,234,63,64,1,0,80,21,0,5
S01007618,294,97,78,5,0,99,12,2,1
S01007619,280,77,98,0,0,83,16,3,3
S01007620,271,129,111,1,0,1,23,4,2
S01007621,291,156,109,0,0,2,21,0,3
S01007622,256,75,79,1,0,46,49,3,3
S01007623,250,102,103,0,0,16,21,6,2
S01007624,268,94,147,2,0,2,19,3,1
S01007625,224,90,100,2,0,4,16,3,9
S01007626,269,69,163,0,0,3,32,1,1
S01007627,251,69,123,6,0,29,16,5,3
S01007628,314,170,98,0,0,4,35,5,2
S01007629,286,120,104,0,0,22,30,3,7
S01007630,338,166,116,0,0,5,27,9,15
S01007631,269,144,68,0,0,8,38,2,9
S01007632,437,151,127,6,0,98,40,5,10
S01007633,441,170,120,1,0,112,23,8,7
S01007634,241,105,57,1,0,16,43,8,11
S01007635,321,204,70,0,0,9,20,3,15
S01007636,416,146,109,2,0,114,36,4,5
S01007637,403,111,122,0,0,124,40,6,0
S01007638,373,123,111,0,0,90,36,7,6
S01007639,451,115,140,0,0,157,26,5,8
S01007640,303,70,73,1,0,17,116,14,12
S01007641,369,124,109,6,0,74,43,6,7
S01007642,415,189,85,1,0,67,57,12,4
S01007643,424,187,120,0,0,69,39,2,7
S01007644,384,150,97,2,0,106,20,4,5
S01007645,219,91,50,0,0,13,54,7,4
S01007646,260,85,37,1,0,19,80,10,28
S01007647,361,139,97,2,0,55,53,5,10
S01007648,446,176,94,1,0,41,102,14,18
S01007649,339,120,85,1,0,62,55,6,10
S01007650,420,152,119,2,0,39,90,8,10
S01007651,227,70,60,0,0,17,61,7,12
S01007652,257,102,70,0,0,46,25,5,9
S01007653,378,170,122,0,0,51,25,3,7
S01007654,465,145,111,0,0,125,59,9,16
S01007655,341,141,70,0,0,17,91,5,17
S01007656,358,104,37,1,0,7,182,8,19
S01007657,176,66,44,0,0,11,45,3,7
S01007658,231,99,58,1,0,4,54,5,10
S01007659,366,145,85,0,0,69,52,4,11
S01007660,400,54,94,1,0,204,43,3,1
S01007661,327,117,87,1,0,57,47,8,10
S01007662,493,175,111,0,0,128,60,6,13
S01007663,387,163,113,0,0,67,26,7,11
S01007664,283,81,60,2,0,105,25,4,6
S01007665,275,75,115,0,0,46,32,3,4
S01007666,198,96,80,1,0,7,8,2,4
S01007667,283,141,109,1,0,9,13,5,5
S01007668,468,117,146,1,0,169,29,4,2
S01007669,268,39,46,1,0,165,13,2,2
S01007670,299,55,64,5,0,150,20,4,1
S01007671,289,142,99,1,0,9,25,3,10
S01007672,389,237,118,0,0,5,19,1,9
S01007673,304,132,118,0,0,13,31,8,2
S01007674,376,111,113,2,0,116,25,2,7
S01007675,251,117,98,0,0,14,16,2,4
S01007676,279,145,86,0,0,8,22,8,10
S01007677,201,87,80,0,0,9,16,3,6
S01007678,368,121,90,0,0,119,27,7,4
S01007679,381,142,74,5,0,133,17,5,5
S01007680,386,192,164,0,0,2,15,5,8
S01007681,192,60,73,1,0,37,11,2,8
S01007682,403,196,114,0,2,2,72,12,5
S01007683,301,106,90,0,4,4,91,3,3
S01007684,332,208,107,0,3,0,11,3,0
S01007685,273,139,107,1,1,2,15,2,6
S01007686,320,148,92,1,3,2,62,4,8
S01007687,399,130,109,4,1,7,136,9,3
S01007688,545,56,94,1,8,68,295,11,12
S01007689,288,28,66,1,4,41,130,13,5
S01007690,393,55,56,3,1,72,190,15,1
S01007691,515,27,29,4,14,168,258,11,4
S01007692,434,34,57,5,4,69,235,24,6
S01007693,347,18,16,2,7,89,200,8,7
S01007694,523,20,49,4,9,198,226,10,7
S01007695,614,87,86,6,182,27,214,7,5
S01007696,437,29,37,2,29,103,226,4,7
S01007697,608,106,110,4,155,22,177,24,10
S01007698,589,28,76,2,18,111,337,14,3
S01007699,454,35,60,4,38,52,248,16,1
S01007700,450,163,182,0,13,24,57,7,4
S01007701,318,30,27,4,122,39,93,3,0
S01007702,266,26,55,1,4,13,161,3,3
S01007703,398,102,127,0,55,18,84,7,5
S01007704,517,47,33,0,302,46,85,4,0
S01007705,262,8,17,0,3,28,197,7,2
S01007706,370,13,23,5,1,36,279,10,3
S01007707,465,39,82,2,7,13,296,16,10
S01007708,357,43,76,0,63,78,86,8,3
S01007709,309,34,53,5,44,80,85,3,5
S01007710,450,17,48,4,3,163,200,12,3
S01007711,493,35,45,3,56,192,148,6,8
S01007712,360,53,90,4,9,47,142,11,4
