,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01008706,404,110,64,151,4,24,38,13
S01008707,604,148,72,272,9,29,52,22
S01008708,670,138,70,294,5,30,97,36
S01008709,546,206,70,181,3,22,33,31
S01008710,365,112,46,136,8,20,26,17
S01008711,570,176,52,179,5,27,60,71
S01008712,824,260,72,260,18,40,98,76
S01008713,470,110,70,167,6,37,49,31
S01008714,471,172,44,147,5,18,35,50
S01008715,648,248,68,180,4,21,46,81
S01008716,468,154,56,127,7,11,39,74
S01008717,339,164,44,84,4,12,22,9
S01008718,429,210,36,108,4,11,26,34
S01008719,783,384,96,201,10,19,38,35
S01008720,443,174,46,140,3,16,23,41
S01008721,641,370,74,129,6,20,21,21
S01008722,902,502,78,162,10,16,34,100
S01008723,529,286,52,119,4,10,24,34
S01008724,746,422,56,142,10,13,45,58
S01008725,611,296,74,139,6,17,34,45
S01008726,449,274,42,73,3,8,24,25
S01008727,842,372,120,214,7,21,49,59
S01008728,400,126,70,119,8,16,30,31
S01008729,551,306,56,122,5,14,21,27
S01008730,642,190,156,192,12,23,42,27
S01008731,386,148,44,98,5,10,29,52
S01008732,503,132,80,200,6,21,36,28
S01008733,716,254,120,213,4,21,60,44
S01008734,467,232,54,97,3,7,35,39
S01008735,806,512,44,164,6,8,14,58
S01008736,602,356,32,134,5,5,19,51
S01008737,674,394,42,141,3,11,13,70
S01008738,620,422,22,109,3,5,7,52
S01008739,471,240,38,115,2,13,29,34
S01008740,465,270,36,88,5,5,17,44
S01008741,792,480,50,145,5,11,33,68
S01008742,446,166,52,122,8,8,25,65
S01008743,767,230,106,261,6,30,67,67
S01008744,881,312,100,277,15,24,67,86
S01008745,402,168,44,116,3,7,34,30
S01008746,895,234,123,338,11,29,96,64
S01008747,421,222,42,84,2,6,18,47
S01008748,567,368,38,87,5,3,13,53
S01008749,841,494,54,173,13,16,27,64
S01008750,610,376,26,116,7,3,19,63
S01008751,504,220,32,133,7,8,53,51
S01008752,664,140,88,249,9,30,85,63
S01008753,458,106,54,169,0,9,65,55
S01008754,543,120,118,201,1,17,56,30
S01008755,815,184,118,359,11,23,68,52
S01008756,624,152,104,225,6,33,64,40
S01008757,539,122,70,198,6,20,72,51
S01008758,694,190,102,234,9,26,70,63
S01008759,464,128,50,165,5,16,48,52
S01008760,755,198,74,311,6,38,98,30
S01008761,551,222,80,186,9,17,27,10
S01008762,527,258,66,118,5,9,27,44
S01008763,766,346,148,176,4,16,39,37
S01008764,586,294,80,143,3,9,27,30
S01008765,686,284,114,189,9,16,47,27
S01008766,819,452,78,192,5,13,20,59
S01008767,462,190,48,132,4,18,40,30
S01008768,406,136,68,137,3,16,23,23
S01008769,621,174,158,224,10,16,26,13
S01008770,725,220,180,252,9,28,34,2
S01008771,643,224,130,212,6,23,36,12
S01008772,651,272,82,169,4,15,52,57
S01008773,902,248,182,310,4,25,80,53
S01008774,786,182,146,328,12,26,60,32
S01008775,406,142,80,130,1,8,27,18
S01008776,691,134,106,322,7,23,74,25
S01008777,926,190,124,376,17,35,130,54
S01008778,999,186,248,420,17,34,82,12
S01008779,662,194,138,257,6,13,39,15
S01008780,529,104,130,238,6,15,31,5
S01008781,787,134,178,368,10,29,53,15
S01008782,654,160,179,258,7,14,28,8
S01008783,366,82,110,134,3,5,28,4
S01008784,395,70,102,161,9,15,33,5
S01008785,732,160,120,288,13,30,76,45
S01008786,826,144,192,387,8,19,48,28
S01008787,280,58,28,132,3,13,31,15
S01008788,614,128,156,247,8,19,43,13
S01008789,582,184,63,190,10,11,58,66
S01008790,562,94,100,271,6,18,52,21
S01008791,779,206,116,363,22,19,41,12
S01008792,677,182,151,244,11,12,53,24
S01008793,388,56,60,181,9,18,38,26
S01008794,765,216,128,239,5,17,76,84
S01008795,1000,232,212,440,14,17,53,32
S01008796,950,206,168,410,10,21,89,46
S01008797,888,176,180,384,9,21,61,57
S01008798,720,154,130,299,10,23,68,36
S01008799,565,110,132,252,11,15,34,11
S01008800,970,194,212,455,9,26,56,18
S01008801,870,178,208,393,22,9,48,12
S01008802,892,172,196,413,5,12,64,30
S01008803,862,164,128,422,13,29,76,30
S01008804,491,96,100,230,10,12,32,11
S01008805,589,94,118,312,10,8,30,17
S01008806,919,200,216,435,16,12,28,12
S01008807,742,158,136,327,15,26,45,35
S01008808,614,146,142,235,8,11,40,32
S01008809,564,176,110,203,15,6,32,22
S01008810,654,138,132,323,10,12,21,18
S01008811,780,172,122,420,13,7,32,14
S01008812,436,68,82,245,3,7,16,15
S01008813,814,198,118,346,15,31,69,37
S01008814,731,210,140,310,3,14,32,22
S01008815,806,152,172,367,10,22,59,24
S01008816,473,102,92,187,2,14,46,30
S01008817,658,162,142,260,7,22,52,13
S01008818,641,212,144,203,12,16,34,20
S01008819,595,218,126,175,3,15,35,23
S01008820,956,208,182,403,14,31,76,42
S01008821,550,280,64,154,5,8,23,16
S01008822,577,330,54,122,4,7,32,28
S01008823,509,292,48,106,4,6,16,37
S01008824,833,366,114,218,7,23,59,46
S01008825,503,262,68,103,2,12,32,24
S01008826,575,204,88,202,2,10,41,28
S01008827,536,346,42,88,7,6,17,30
S01008828,749,330,120,183,9,12,52,43
S01008829,564,308,50,128,7,8,21,42
S01008830,559,272,58,134,2,11,27,55
S01008831,658,372,46,129,8,11,20,72
S01008832,597,306,52,132,12,15,38,42
S01008833,861,330,136,222,7,21,43,102
S01008834,926,444,116,237,8,12,44,65
S01008835,695,340,66,177,4,10,41,57
S01008836,606,128,89,261,11,20,60,37
S01008837,939,244,216,379,18,23,42,17
S01008838,933,258,206,363,11,15,47,33
S01008839,915,324,180,316,13,13,38,31
S01008840,933,316,178,342,17,13,33,34
S01008841,502,134,118,194,8,10,21,17
S01008842,789,180,212,346,12,8,18,13
S01008843,802,170,172,380,17,15,31,17
S01008844,617,150,144,271,8,8,26,10
S01008845,793,166,106,449,14,9,30,19
S01008846,727,170,122,366,9,10,37,13
S01008847,525,110,92,272,13,6,19,13
S01008848,704,198,110,330,11,9,33,13
S01008849,663,180,100,307,12,10,40,14
S01008850,739,238,92,321,16,6,45,21
S01008851,951,224,148,409,22,16,76,56
S01008852,876,384,94,287,22,8,52,29
S01008853,607,140,126,281,11,10,33,6
S01008854,844,214,126,400,18,17,41,28
S01008855,981,244,188,423,15,17,64,30
S01008856,507,128,112,217,7,10,25,8
S01008857,693,184,144,262,7,15,56,25
S01008858,499,154,80,175,9,11,52,18
S01008859,1031,222,230,370,21,21,79,88
S01008860,806,194,180,329,8,15,45,35
S01008861,635,320,76,162,15,5,28,29
S01008862,828,188,196,335,11,23,43,32
S01008863,641,216,126,217,6,10,36,30
S01008864,627,200,110,206,8,9,38,56
S01008865,744,214,100,301,4,20,56,49
S01008866,711,220,136,270,10,11,36,28
S01008867,697,318,104,172,13,14,43,33
S01008868,683,160,124,336,12,12,28,11
S01008869,937,316,174,279,24,12,89,43
S01008870,674,266,122,192,9,18,44,23
S01008871,940,288,146,407,7,13,45,34
S01008872,765,228,110,353,15,10,28,21
S01008873,585,286,98,132,6,7,27,29
S01008874,774,240,122,255,19,17,66,55
S01008875,756,168,144,303,16,18,48,59
S01008876,497,234,44,104,6,13,19,77
S01008877,444,232,42,111,2,9,13,35
S01008878,778,352,78,182,8,20,64,74
S01008879,696,292,98,168,10,14,49,65
S01008880,502,222,60,122,7,13,37,41
S01008881,457,246,44,88,6,9,21,43
S01008882,771,460,78,149,7,15,26,36
S01008883,694,468,18,121,8,9,14,56
S01008884,590,378,24,84,12,7,23,62
S01008885,680,462,24,112,2,2,22,56
S01008886,698,282,54,212,18,23,57,52
S01008887,639,322,46,159,8,10,44,50
S01008888,542,152,112,170,11,24,37,36
S01008889,459,218,62,103,12,12,25,27
S01008890,598,374,42,106,3,3,30,40
S01008891,628,404,36,101,6,3,30,48
S01008892,837,342,94,203,15,25,70,88
S01008893,713,490,32,118,2,7,21,43
S01008894,688,480,32,116,3,5,19,33
S01008895,547,350,32,74,10,9,15,57
S01008896,410,280,38,51,8,7,10,16
S01008897,551,326,40,93,5,14,28,45
S01008898,689,480,38,109,1,4,15,42
S01008899,669,186,71,232,9,20,62,89
S01008900,789,294,96,247,11,23,46,72
S01008901,685,304,78,162,6,22,44,69
S01008902,829,286,92,287,10,24,61,69
S01008903,811,358,66,196,6,21,73,91
S01008904,810,224,78,348,27,25,72,36
S01008905,831,208,102,341,9,44,90,37
S01008906,616,154,86,252,11,35,66,12
S01008907,437,98,66,175,5,21,43,29
S01008908,717,248,88,223,16,33,80,29
S01008909,639,292,62,193,7,19,36,30
S01008910,374,144,46,118,4,11,22,29
S01008911,730,202,187,279,8,10,37,7
S01008912,640,350,90,119,6,7,25,43
S01008913,514,238,68,156,8,13,20,11
S01008914,739,342,64,204,5,15,46,63
S01008915,463,230,42,127,6,5,16,37
S01008916,897,264,110,270,7,29,112,105
S01008917,553,116,62,240,3,30,75,27
S01008918,423,112,46,170,5,26,52,12
S01008919,404,86,54,164,7,17,52,24
S01008920,948,274,236,309,20,24,66,19
S01008921,589,180,78,200,6,24,66,35
S01008922,648,216,94,199,6,13,52,68
S01008923,611,172,80,192,6,19,69,73
S01008924,704,230,86,250,8,31,57,42
S01008925,502,188,82,165,16,12,27,12
S01008926,475,204,88,122,8,14,25,14
S01008927,657,174,204,198,10,20,39,12
S01008928,528,208,96,140,2,13,23,46
S01008929,631,90,74,319,7,38,82,21
S01008930,683,186,76,255,3,37,78,48
S01008931,594,170,68,223,4,27,56,46
S01008932,694,224,134,241,7,22,37,29
S01008933,505,174,72,174,6,21,41,17
S01008934,594,196,88,205,5,21,48,31
S01008935,732,426,54,150,3,11,30,58
S01008936,300,208,22,33,2,2,12,21
S01008937,694,288,84,165,6,15,60,76
S01008938,583,364,48,111,1,4,12,43
S01008939,659,380,42,149,10,6,21,51
S01008940,508,374,22,68,3,3,12,26
S01008941,659,442,40,87,1,13,25,51
S01008942,581,296,60,124,5,23,43,30
S01008943,662,464,32,87,5,7,18,49
S01008944,809,520,60,100,5,23,31,70
S01008945,630,434,48,90,3,5,9,41
S01008946,769,484,30,136,15,11,28,65
S01008947,870,550,40,132,8,13,34,93
S01008948,571,336,52,114,4,7,27,31
S01008949,752,328,88,196,7,9,45,79
S01008950,775,356,58,201,6,20,39,95
S01008951,708,228,100,210,5,22,63,80
S01008952,663,182,84,243,12,15,61,66
S01008953,752,320,60,197,7,28,58,82
S01008954,706,268,60,188,7,19,55,109
S01008955,527,270,38,137,2,8,29,43
S01008956,727,322,90,206,5,16,58,30
S01008957,809,380,88,211,14,28,50,38
S01008958,605,204,60,172,4,18,75,72
S01008959,719,368,58,180,7,17,44,45
S01008960,672,426,64,131,6,12,23,10
S01008961,601,304,70,157,4,12,31,23
S01008962,530,298,54,109,1,11,26,31
S01008963,670,420,44,125,4,10,12,55
S01008964,437,284,16,86,1,4,8,38
S01008965,628,420,24,97,5,5,11,66
S01008966,483,312,30,73,1,3,18,46
S01008967,848,554,44,149,6,12,19,64
S01008968,824,542,36,155,8,9,21,53
S01008969,897,538,70,154,6,19,38,72
S01008970,838,484,86,162,4,17,27,58
S01008971,568,374,52,94,6,2,17,23
S01008972,605,390,48,106,2,6,15,38
S01008973,624,290,74,135,11,16,45,53
S01008974,652,320,78,150,0,12,26,66
S01008975,657,230,62,161,4,18,59,123
S01008976,426,272,32,72,1,4,13,32
S01008977,514,328,36,97,4,4,4,41
S01008978,473,212,67,118,4,10,37,25
S01008979,573,220,76,195,11,15,43,13
S01008980,620,252,76,189,4,20,56,23
S01008981,601,380,30,100,7,11,16,57
S01008982,629,248,92,188,5,16,42,38
S01008983,529,124,126,200,3,22,40,14
S01008984,390,160,68,94,1,11,35,21
S01008985,585,256,58,169,4,18,37,43
S01008986,661,418,50,101,2,10,23,57
S01008987,710,446,42,140,2,8,13,59
S01008988,811,314,132,196,14,26,51,78
S01008989,557,206,90,188,8,17,33,15
S01008990,643,246,104,191,13,21,51,17
S01008991,758,398,82,190,12,18,34,24
S01008992,487,248,34,120,9,13,38,25
S01008993,880,446,96,193,3,21,58,63
S01008994,628,306,64,155,6,20,40,37
S01008995,699,418,54,138,9,15,29,36
S01008996,483,238,34,124,3,9,32,43
S01008997,780,402,92,163,5,22,47,49
S01008998,464,158,78,165,1,13,37,12
S01008999,708,324,74,152,3,13,60,82
S01009000,757,480,58,118,4,16,32,49
S01009001,645,426,56,101,4,4,17,37
S01009002,637,386,34,107,10,12,38,50
S01009003,750,460,80,124,5,21,28,32
S01009004,534,294,58,111,1,11,30,29
S01009005,590,306,68,132,3,11,37,33
S01009006,602,308,60,145,0,16,25,48
S01009007,552,252,54,152,5,12,35,42
S01009008,780,428,88,136,2,23,36,67
S01009009,381,100,56,109,5,10,54,47
S01009010,820,484,66,181,5,21,41,22
S01009011,691,420,62,157,1,11,22,18
S01009012,609,384,58,116,1,8,22,20
S01009013,739,456,52,147,5,8,41,30
S01009014,485,188,50,143,5,17,29,53
S01009015,505,232,42,132,4,18,18,59
S01009016,434,220,30,107,4,6,12,55
S01009017,483,226,46,139,2,15,17,38
S01009018,599,286,36,195,6,15,27,34
S01009019,419,218,24,119,1,6,17,34
S01009020,631,292,90,161,3,16,24,45
S01009021,634,306,42,176,12,7,29,62
S01009022,773,346,68,218,2,9,50,80
S01009023,783,418,32,195,9,14,33,82
S01009024,823,394,50,224,8,18,35,94
S01009025,761,374,52,196,7,29,33,70
S01009026,770,374,52,215,5,18,40,66
S01009027,665,336,38,157,8,14,41,71
S01009028,428,216,24,119,1,6,28,34
S01009029,525,254,28,144,4,16,30,49
S01009030,611,304,40,166,3,14,29,55
S01009031,656,326,34,183,3,16,29,65
S01009032,555,296,18,151,3,10,31,46
S01009033,657,338,22,193,4,7,36,57
S01009034,558,316,16,147,3,11,17,48
S01009035,757,422,48,182,4,13,22,66
S01009036,814,424,60,205,7,20,39,59
S01009037,705,354,60,181,5,20,33,52
S01009038,859,458,56,229,7,17,37,55
S01009039,533,202,34,186,2,25,50,34
S01009040,527,180,36,172,1,13,49,76
S01009041,740,244,72,238,9,28,56,93
S01009042,683,280,54,221,9,21,39,59
S01009043,522,214,42,161,7,13,34,51
S01009044,683,298,54,168,9,16,45,93
S01009045,532,248,42,147,5,17,36,37
S01009046,706,382,34,179,5,16,34,56
S01009047,645,362,36,154,3,8,33,49
S01009048,686,398,38,150,6,10,18,66
S01009049,502,280,44,83,4,14,24,53
S01009050,659,344,66,128,6,15,37,63
S01009051,564,284,72,131,0,13,29,35
S01009052,539,266,44,121,5,11,46,46
S01009053,424,108,52,159,2,17,64,22
S01009054,480,230,38,120,2,13,35,42
S01009055,693,396,64,146,0,18,35,34
S01009056,432,182,56,124,0,9,38,23
S01009057,461,138,62,167,3,12,32,47
S01009058,674,296,86,155,6,22,45,64
S01009059,680,360,76,164,1,14,32,33
S01009060,411,272,38,70,3,6,14,8
S01009061,650,342,66,152,2,8,42,38
S01009062,538,236,52,128,5,15,45,57
S01009063,614,356,50,130,4,15,17,42
S01009064,473,208,76,112,1,11,25,40
S01009065,544,180,72,169,7,20,47,49
S01009066,594,272,60,141,5,25,41,50
S01009067,649,414,66,121,0,13,14,21
S01009068,732,336,86,184,3,26,42,55
S01009069,525,344,36,101,0,10,15,19
S01009070,525,298,60,115,4,9,24,15
S01009071,413,216,50,74,1,14,29,29
S01009072,407,245,42,80,3,5,18,14
S01009073,473,220,32,132,2,16,32,39
S01009074,582,252,52,185,7,11,47,28
S01009075,453,234,34,114,1,7,26,37
S01009076,768,422,88,171,3,23,38,23
S01009077,521,290,54,122,4,7,21,23
S01009078,571,378,70,86,7,11,12,7
S01009079,704,292,74,169,8,25,60,76
S01009080,775,354,62,202,2,23,61,71
S01009081,565,294,66,98,6,12,34,55
S01009082,800,352,78,212,6,29,50,73
S01009083,625,314,74,145,2,14,39,37
S01009084,354,214,50,60,0,5,19,6
S01009085,575,370,86,86,2,8,19,4
S01009086,564,298,62,111,2,21,35,35
S01009087,474,216,54,112,2,20,36,34
S01009088,826,510,68,161,8,16,24,39
S01009089,692,474,60,108,6,14,19,11
S01009090,586,278,168,82,4,25,18,11
S01009091,476,328,44,72,5,4,19,4
S01009092,872,456,106,159,6,20,56,69
S01009093,600,232,110,149,5,22,47,35
S01009094,576,414,25,72,3,8,10,44
S01009095,640,346,56,139,3,18,31,47
S01009096,704,374,112,125,6,15,42,30
S01009097,699,422,84,131,1,12,24,25
S01009098,408,284,34,65,1,2,7,15
S01009099,662,302,60,159,5,14,39,83
S01009100,615,208,64,162,7,27,52,95
S01009101,763,358,78,209,6,20,50,42
S01009102,600,218,84,187,4,24,49,34
S01009103,487,302,30,91,2,4,15,43
S01009104,650,306,84,157,3,17,38,45
S01009105,639,314,76,141,3,24,37,44
S01009106,457,212,74,87,2,13,29,40
S01009107,672,378,102,116,0,14,27,35
S01009108,612,364,60,108,0,12,31,37
S01009109,569,388,24,110,1,7,17,22
S01009110,499,266,51,95,2,17,33,35
S01009111,698,342,76,166,5,23,41,45
S01009112,470,310,32,67,5,6,16,34
S01009113,715,400,72,142,6,15,30,50
S01009114,615,338,42,149,4,18,38,26
S01009115,474,220,68,127,2,11,24,22
S01009116,405,256,24,87,1,5,15,17
S01009117,671,300,98,145,4,30,61,33
S01009118,471,300,50,86,3,8,13,11
S01009119,600,282,62,165,6,14,36,35
S01009120,444,196,44,122,3,14,34,31
S01009121,690,302,104,170,7,17,41,49
S01009122,772,382,85,168,11,29,49,48
S01009123,446,252,64,77,3,9,24,17
S01009124,407,242,56,55,1,16,17,20
S01009125,554,298,50,109,1,15,33,48
S01009126,448,136,56,154,6,17,43,36
S01009127,463,146,72,158,2,22,40,23
S01009128,687,186,84,213,9,22,82,91
S01009129,386,140,44,122,4,13,34,29
S01009130,504,216,88,134,4,11,23,28
S01009131,413,142,62,101,4,22,46,36
S01009132,633,342,90,137,1,15,32,16
S01009133,480,152,92,142,12,13,39,30
S01009134,764,374,110,165,1,21,44,49
S01009135,447,186,74,116,3,22,29,17
S01009136,533,292,72,110,4,10,18,27
S01009137,437,278,68,67,5,12,4,3
S01009138,712,372,94,154,1,23,40,28
S01009139,350,86,62,122,5,20,40,15
S01009140,616,208,88,186,5,18,65,46
S01009141,675,194,100,195,3,48,78,57
S01009142,548,152,70,170,3,31,65,57
S01009143,501,154,68,156,2,14,50,57
S01009144,542,222,136,132,2,14,28,8
S01009145,883,448,92,177,10,26,53,77
S01009146,751,288,106,229,6,19,60,43
S01009147,648,254,84,192,4,24,44,46
S01009148,549,252,70,152,8,15,23,29
S01009149,682,336,96,143,4,13,45,45
S01009150,745,268,18,86,10,36,125,202
S01009151,766,324,80,160,5,29,33,135
S01009152,625,176,73,173,7,38,66,92
S01009153,420,156,68,119,7,12,33,25
S01009154,779,394,90,151,3,19,37,85
S01009155,433,236,58,92,3,9,8,27
S01009156,461,268,34,96,2,4,13,44
S01009157,684,336,60,139,5,19,54,71
S01009158,465,186,90,89,4,13,32,51
S01009159,399,110,50,127,0,20,72,20
S01009160,527,196,92,131,3,23,54,28
S01009161,543,166,76,149,5,22,71,54
S01009162,643,188,100,189,5,20,85,56
S01009163,417,170,54,102,4,8,39,40
S01009164,598,280,82,132,5,11,47,41
S01009165,591,216,82,183,8,19,49,34
S01009166,673,226,106,195,9,19,53,65
S01009167,410,184,47,123,3,6,26,21
S01009168,562,332,34,119,2,9,25,41
S01009169,674,264,46,151,7,35,57,114
S01009170,529,238,86,126,2,16,40,21
S01009171,529,224,82,137,1,20,41,24
S01009172,556,330,64,102,6,6,10,38
S01009173,626,410,44,106,2,15,17,32
S01009174,346,248,36,44,1,4,9,4
S01009175,637,424,48,121,2,18,17,7
S01009176,793,528,46,102,10,16,18,73
S01009177,648,276,76,173,5,28,62,28
S01009178,568,210,76,187,4,26,40,25
S01009179,539,288,40,136,4,13,33,25
S01009180,805,378,80,201,5,20,71,50
S01009181,691,346,72,166,2,19,34,52
S01009182,808,452,80,162,4,11,50,49
S01009183,598,362,54,131,4,15,18,14
S01009184,685,334,100,134,4,22,41,50
S01009185,695,334,66,183,5,19,46,42
S01009186,656,342,64,169,4,15,36,26
S01009187,418,248,44,63,4,10,26,23
S01009188,713,350,94,155,5,21,38,50
S01009189,610,282,72,141,4,16,41,54
S01009190,625,384,84,102,0,15,19,21
S01009191,499,350,34,88,2,10,10,5
S01009192,515,312,56,86,6,6,17,32
S01009193,240,124,58,39,0,7,8,4
S01009194,673,456,40,103,3,12,25,34
S01009195,662,390,94,115,2,11,27,23
S01009196,584,290,52,137,4,7,39,55
S01009197,794,508,84,130,1,16,17,38
S01009198,612,360,54,115,4,12,34,33
S01009199,486,274,46,99,0,13,20,34
S01009200,857,572,78,116,2,18,32,39
S01009201,513,248,54,135,1,19,35,21
S01009202,402,270,34,67,2,5,9,15
S01009203,485,210,56,120,3,10,40,46
S01009204,685,332,72,183,3,22,48,25
S01009205,610,346,54,136,4,10,36,24
S01009206,689,382,86,159,1,11,25,25
S01009207,686,436,42,118,4,17,31,38
S01009208,540,318,24,102,5,15,31,45
S01009209,534,272,54,104,4,15,33,52
S01009210,469,302,40,71,4,13,17,22
S01009211,502,224,86,125,2,14,25,26
S01009212,683,330,80,153,9,18,42,51
S01009213,688,272,98,191,1,22,46,58
S01009214,787,472,62,152,2,17,37,45
S01009215,761,348,92,163,5,26,63,64
S01009216,755,361,80,192,2,16,47,57
S01009217,488,166,68,150,0,20,46,38
S01009218,717,378,66,134,6,23,30,80
S01009219,548,232,64,131,1,19,34,67
S01009220,446,198,48,104,4,15,34,43
S01009221,460,214,72,96,3,8,23,44
S01009222,414,182,42,114,1,14,26,35
S01009223,463,236,38,106,4,6,25,48
S01009224,519,198,88,129,2,13,37,52
S01009225,458,206,58,91,4,17,28,54
S01009226,796,310,114,183,2,20,77,90
S01009227,529,208,50,118,7,16,46,84
S01009228,499,186,70,119,2,16,48,58
S01009229,482,234,38,100,4,17,48,41
S01009230,483,172,84,129,5,12,52,29
S01009231,810,416,100,172,2,21,46,53
S01009232,466,118,68,174,4,16,56,30
S01009233,487,240,40,96,2,9,34,66
S01009234,781,242,142,244,5,22,81,45
S01009235,759,310,106,202,6,26,67,42
S01009236,419,234,30,71,1,8,24,51
S01009237,728,386,70,163,8,7,29,65
S01009238,614,308,66,139,3,15,30,53
S01009239,701,270,100,162,1,21,86,61
S01009240,541,102,88,199,5,28,65,54
S01009241,721,262,70,224,1,26,61,77
S01009242,633,380,40,134,6,12,20,41
S01009243,770,414,96,152,5,20,46,37
S01009244,689,478,40,104,3,5,16,43
S01009245,711,400,86,139,2,10,22,52
S01009246,677,330,62,143,7,21,45,69
S01009247,822,402,118,176,3,30,36,57
S01009248,589,354,26,116,0,19,25,49
S01009249,655,248,92,176,8,19,59,53
S01009250,523,270,48,110,2,17,38,38
S01009251,462,270,32,100,2,7,20,31
S01009252,359,236,28,71,1,4,13,6
S01009253,399,184,24,87,2,14,25,63
S01009254,656,262,98,153,6,25,61,51
S01009255,549,154,104,149,4,24,74,40
S01009256,412,262,22,65,3,8,23,29
S01009257,554,242,96,118,4,20,40,34
S01009258,535,330,48,86,6,7,22,36
S01009259,763,464,96,122,3,8,27,43
S01009260,937,404,144,246,3,21,61,58
S01009261,626,248,84,155,1,21,48,69
S01009262,459,148,50,146,3,20,43,49
S01009263,649,324,118,138,2,20,33,14
S01009264,465,270,48,91,3,4,11,38
S01009265,671,306,76,160,3,16,58,52
S01009266,710,394,70,140,4,12,39,51
S01009267,665,304,90,139,1,23,58,50
S01009268,774,388,110,139,3,37,42,55
S01009269,671,274,90,189,5,24,46,43
S01009270,501,168,62,140,2,24,48,57
S01009271,744,462,64,137,2,15,39,25
S01009272,552,252,80,137,8,12,35,28
S01009273,416,272,32,58,1,9,15,29
S01009274,514,300,44,97,4,13,21,35
S01009275,478,266,60,90,1,15,27,19
S01009276,756,466,66,138,1,16,33,36
S01009277,445,310,34,55,3,10,20,13
S01009278,437,254,66,67,0,4,20,26
S01009279,500,248,64,97,5,9,44,33
S01009280,698,264,100,204,4,29,46,51
S01009281,668,314,70,173,4,19,42,46
S01009282,625,332,72,118,5,20,35,43
S01009283,356,196,66,58,2,7,16,11
S01009284,650,388,56,129,2,16,28,31
S01009285,705,402,64,161,6,14,33,25
S01009286,653,380,54,118,2,17,45,37
S01009287,627,420,38,71,6,12,32,48
S01009288,700,406,68,99,8,8,43,68
S01009289,762,458,62,119,2,21,35,65
S01009290,538,356,28,65,4,4,21,60
S01009291,810,506,66,150,3,7,38,40
S01009292,425,178,56,112,3,13,32,31
S01009293,574,296,76,122,4,10,25,41
S01009294,401,240,42,85,2,9,8,15
S01009295,530,340,38,101,4,11,17,19
S01009296,426,262,32,103,0,5,11,13
S01009297,675,432,52,126,1,17,29,18
S01009298,845,246,155,208,1,38,93,104
S01009299,797,312,132,186,6,28,56,77
S01009300,444,136,76,143,3,18,40,28
S01009301,788,186,146,251,4,44,102,55
S01009302,690,168,100,260,6,31,88,37
S01009303,603,342,58,120,1,12,29,41
S01009304,770,390,94,169,1,23,44,49
S01009305,652,236,112,153,1,21,63,66
