,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01005509,258,85,88,10,22,28,15,6,4
S01005510,274,115,125,1,7,-,21,3,2
S01005511,250,117,77,-,14,2,32,2,6
S01005512,311,133,70,2,44,16,31,4,11
S01005513,335,117,101,-,79,11,15,3,9
S01005514,260,113,88,-,35,1,11,7,5
S01005515,203,120,42,2,19,11,2,3,4
S01005516,216,120,53,-,27,1,10,-,5
S01005517,410,122,106,1,149,2,10,8,12
S01005518,420,141,127,-,88,20,23,5,16
S01005519,281,123,54,-,52,16,17,8,11
S01005520,419,203,100,3,49,1,46,2,15
S01005521,341,154,64,-,73,16,19,4,11
S01005522,299,113,52,-,44,24,43,5,18
S01005523,343,163,69,-,38,1,45,9,18
S01005524,313,167,65,-,20,11,30,6,14
S01005525,286,115,91,-,57,1,15,5,2
S01005526,300,61,75,1,126,19,15,1,2
S01005527,237,50,51,1,116,2,14,2,1
S01005528,286,122,84,1,24,12,36,4,3
S01005529,414,117,143,-,123,7,15,1,8
S01005530,307,67,55,-,163,-,19,2,1
S01005531,277,122,96,1,8,6,37,4,3
S01005532,392,156,102,-,44,29,48,2,11
S01005533,352,142,93,-,72,31,9,2,3
S01005534,305,114,86,1,50,13,30,6,5
S01005535,362,107,87,1,84,33,33,5,12
S01005536,387,164,123,-,33,26,25,3,13
S01005537,325,103,80,-,65,8,57,4,8
S01005538,346,140,125,-,29,9,31,4,8
S01005539,402,160,96,-,42,4,75,7,18
S01005540,345,89,78,-,127,5,40,6,-
S01005541,311,69,85,1,100,21,30,1,4
S01005542,336,109,101,-,67,39,13,2,5
S01005543,355,106,103,-,97,-,43,2,4
S01005544,334,78,100,1,96,4,46,5,4
S01005545,481,163,210,-,77,1,24,3,3
S01005546,313,96,124,-,41,-,32,9,11
S01005547,423,141,169,1,37,15,49,2,9
S01005548,475,200,196,2,13,30,31,2,1
S01005549,613,202,299,1,25,35,37,6,8
S01005550,246,154,74,-,-,-,13,3,2
S01005551,380,253,111,-,6,-,7,1,2
S01005552,300,183,94,-,4,-,15,1,3
S01005553,330,189,110,1,5,2,17,2,4
S01005554,301,189,101,-,2,1,5,1,2
S01005555,322,179,126,-,3,-,4,8,2
S01005556,301,145,131,-,4,2,16,1,2
S01005557,286,58,124,2,69,1,26,3,3
S01005558,317,193,106,-,3,1,12,1,1
S01005559,255,28,113,-,94,4,16,-,-
S01005560,256,50,101,1,71,4,25,4,-
S01005561,354,154,170,-,4,3,13,6,4
S01005562,397,254,115,1,5,-,14,3,5
S01005563,386,89,126,1,83,30,46,4,7
S01005564,352,204,123,-,3,-,15,1,6
S01005565,242,149,78,1,2,-,7,2,3
S01005566,252,65,85,-,57,18,20,7,-
S01005567,492,182,149,-,94,9,40,11,7
S01005568,250,67,99,-,55,2,24,-,3
S01005569,271,113,132,-,6,1,15,4,-
S01005570,316,120,136,-,16,21,18,1,4
S01005571,261,101,145,-,5,-,7,2,1
S01005572,333,188,130,-,1,-,11,1,2
S01005573,307,111,110,1,14,28,33,4,6
S01005574,368,117,148,1,49,14,29,3,7
S01005575,283,132,132,-,5,1,8,1,4
S01005576,349,146,110,-,12,29,40,4,8
S01005577,384,184,120,1,-,2,67,5,5
S01005578,422,145,157,-,52,20,37,7,4
S01005579,368,166,144,3,17,-,30,3,5
S01005580,268,172,74,-,2,-,10,2,8
S01005581,371,132,102,3,24,81,25,2,2
S01005582,366,141,142,-,3,29,44,3,4
S01005583,300,160,85,-,12,2,32,3,6
S01005584,218,104,92,-,3,1,13,1,4
S01005585,570,134,90,1,88,74,168,7,8
S01005586,439,231,108,2,5,3,61,12,17
S01005587,425,117,182,1,81,1,33,6,4
S01005588,409,76,69,-,246,-,13,2,3
S01005589,758,151,207,1,26,84,263,18,8
S01005590,490,61,75,1,212,36,103,1,1
S01005591,454,95,127,-,166,2,57,3,4
S01005592,245,23,46,-,134,4,33,5,-
S01005593,314,88,94,-,86,29,14,-,3
S01005594,606,63,103,-,213,32,181,12,2
S01005595,343,39,66,-,220,7,10,-,1
S01005596,231,56,59,-,102,-,10,-,4
S01005597,515,134,139,-,169,33,34,3,3
S01005598,553,55,109,4,232,35,103,10,5
S01005599,282,63,74,1,70,51,18,2,3
S01005600,360,42,59,2,214,24,15,1,3
S01005601,315,95,133,-,67,3,11,5,1
S01005602,308,59,71,-,151,4,20,1,2
S01005603,277,34,88,-,57,62,28,2,6
S01005604,217,40,50,1,96,3,22,2,3
S01005605,483,149,156,-,103,2,59,4,10
S01005606,306,83,108,-,66,1,41,3,4
S01005607,316,107,121,6,21,26,31,3,1
S01005608,381,135,187,-,28,6,21,1,3
S01005609,410,99,153,-,66,31,53,8,-
S01005610,256,115,101,1,16,-,16,3,4
S01005611,304,41,53,-,168,4,35,1,2
S01005612,335,48,229,10,3,2,41,1,1
S01005613,399,111,160,1,76,5,32,10,4
S01005614,312,95,115,-,65,13,20,2,2
S01005615,482,137,185,-,95,2,54,4,5
S01005616,301,90,104,8,35,41,21,1,1
S01005617,334,94,113,1,87,1,20,13,5
S01005618,319,68,81,6,100,41,20,1,2
S01005619,234,74,133,-,5,2,12,3,5
S01005620,241,92,78,-,34,10,20,3,4
S01005621,286,84,89,2,76,18,11,2,4
S01005622,400,228,143,1,7,1,13,1,6
S01005623,342,124,113,-,55,1,41,5,3
S01005624,360,193,132,-,3,1,25,2,4
S01005625,385,182,151,1,19,2,20,4,6
S01005626,337,77,149,-,80,2,18,7,4
S01005627,285,140,99,1,29,2,9,3,2
S01005628,476,147,170,4,93,27,27,4,4
S01005629,334,179,134,-,2,1,14,-,4
S01005630,279,113,88,-,10,2,53,8,5
S01005631,315,118,99,-,58,4,24,5,7
S01005632,270,106,100,-,5,-,52,4,3
S01005633,349,98,125,1,84,3,31,4,3
S01005634,341,152,152,1,6,-,24,5,1
S01005635,345,198,115,1,6,2,17,1,5
S01005636,406,212,133,-,2,19,30,3,7
S01005637,454,149,195,-,40,16,32,9,13
S01005638,496,208,159,-,25,1,93,5,5
S01005639,299,66,94,-,124,1,8,1,5
S01005640,294,80,138,1,23,6,32,7,7
S01005641,442,151,131,2,61,26,59,4,8
S01005642,315,180,106,-,4,1,18,3,3
S01005643,281,133,104,-,11,4,23,2,4
S01005644,271,179,81,-,2,-,6,2,1
S01005645,373,205,137,-,4,7,14,2,4
S01005646,445,125,128,-,30,27,116,10,9
S01005647,379,145,128,-,32,35,31,2,6
S01005648,380,156,145,1,46,2,18,3,9
S01005649,557,160,157,2,105,3,117,10,3
S01005650,251,44,88,-,84,4,24,2,5
S01005651,434,94,142,2,77,16,90,9,4
S01005652,276,91,137,-,20,2,19,1,6
S01005653,345,108,134,2,55,15,24,3,4
S01005654,365,97,134,3,83,10,30,1,7
S01005655,465,193,211,-,22,4,24,7,4
S01005656,457,111,95,-,120,46,71,4,10
S01005657,264,89,82,-,69,1,18,1,4
S01005658,319,158,147,-,3,1,8,1,1
S01005659,352,152,172,2,5,1,14,2,4
S01005660,279,66,98,-,79,1,26,8,1
S01005661,276,78,168,-,3,3,22,1,1
S01005662,221,108,99,-,4,2,4,2,2
S01005663,249,146,78,-,6,-,11,4,4
S01005664,211,86,104,-,1,2,14,2,2
S01005665,190,87,86,-,1,-,12,2,2
S01005666,555,149,205,1,135,32,28,2,3
S01005667,312,152,100,1,44,2,8,2,3
S01005668,322,97,137,-,33,21,21,9,4
S01005669,221,74,81,-,31,1,20,6,8
S01005670,338,113,88,-,48,10,57,5,17
S01005671,224,76,74,-,24,14,19,6,11
S01005672,365,65,83,-,57,136,19,2,3
S01005673,289,107,94,1,34,1,39,5,8
S01005674,406,112,119,-,106,12,46,1,10
S01005675,439,79,83,-,220,32,21,2,2
S01005676,360,84,131,-,125,3,13,2,2
S01005677,325,131,133,1,9,-,30,5,16
S01005678,359,148,145,4,17,17,21,2,5
S01005679,484,153,115,5,75,54,69,8,5
S01005680,306,113,133,-,14,15,23,4,4
S01005681,463,163,134,-,80,40,33,5,8
S01005682,370,162,123,-,23,-,51,3,8
S01005683,380,66,76,-,144,72,18,3,1
S01005684,500,127,169,-,114,50,34,4,2
S01005685,272,130,111,1,4,-,14,3,9
S01005686,368,107,119,-,52,43,37,2,8
S01005687,304,130,122,-,8,1,37,1,5
S01005688,405,120,204,-,44,1,27,4,5
S01005689,197,82,82,-,9,-,16,2,6
S01005690,336,122,127,-,40,1,29,4,13
S01005691,283,124,93,-,38,4,19,-,5
S01005692,287,72,105,2,58,21,19,5,5
S01005693,588,200,317,-,13,1,38,8,11
S01005694,229,47,73,-,91,3,12,1,2
S01005695,241,63,54,-,70,36,16,1,1
S01005696,267,94,87,1,64,11,7,1,2
S01005697,327,52,83,3,136,38,12,2,1
S01005698,266,87,121,-,23,9,20,4,2
S01005699,508,155,115,3,92,44,85,5,9
S01005700,219,60,123,-,9,-,23,2,2
S01005701,366,59,82,-,153,49,16,5,2
S01005702,339,116,96,4,58,42,15,3,5
S01005703,230,101,118,-,2,2,6,-,1
S01005704,320,88,89,1,111,3,23,3,2
S01005705,365,121,159,2,26,20,30,2,5
S01005706,325,160,134,1,12,-,13,1,4
S01005707,295,71,68,-,88,31,30,4,3
S01005708,334,86,118,1,72,9,36,3,9
S01005709,334,67,151,1,104,-,9,-,2
S01005710,201,73,102,-,10,-,11,4,1
S01005711,434,162,184,1,12,1,59,10,5
S01005712,263,63,87,1,76,24,9,2,1
S01005713,277,129,92,1,32,3,13,3,4
S01005714,521,186,246,1,26,1,47,4,10
S01005715,341,115,124,-,80,1,11,5,5
S01005716,235,153,78,-,1,-,3,-,-
S01005717,216,100,89,-,10,2,11,-,4
S01005718,449,155,134,2,25,16,103,5,9
S01005719,185,84,81,-,9,-,8,1,2
S01005720,296,123,150,-,2,-,19,2,-
S01005721,331,69,85,1,156,1,15,4,-
S01005722,202,74,104,-,13,1,8,-,2
S01005723,334,104,128,-,81,1,16,2,2
S01005724,223,89,123,-,4,1,6,-,-
S01005725,331,122,127,5,43,17,12,3,2
S01005726,430,151,179,-,70,1,14,5,10
S01005727,519,107,328,-,29,1,39,8,7
S01005728,307,78,138,-,56,1,29,4,1
S01005729,256,59,80,-,92,-,17,4,4
S01005730,326,93,101,-,109,3,14,1,5
S01005731,372,88,142,-,99,27,13,2,1
S01005732,404,92,111,1,151,14,24,6,5
S01005733,298,92,149,1,39,1,11,1,4
S01005734,306,111,120,-,56,-,13,1,5
S01005735,268,88,162,-,2,1,12,2,1
S01005736,315,125,122,2,38,1,19,2,6
S01005737,326,82,120,-,102,1,15,3,3
S01005738,363,80,121,1,136,1,22,-,2
S01005739,313,93,177,-,10,-,24,2,7
S01005740,325,127,123,1,23,3,34,6,8
S01005741,429,148,192,-,52,3,25,2,7
S01005742,384,145,145,-,50,24,9,4,7
S01005743,400,87,289,-,5,2,10,1,6
S01005744,388,103,154,-,99,12,17,1,2
S01005745,454,121,177,1,130,1,18,3,3
S01005746,320,134,127,-,31,2,18,6,2
S01005747,352,137,148,-,53,1,11,2,-
S01005748,329,42,77,3,67,127,13,-,-
S01005749,339,134,154,-,26,2,10,3,10
S01005750,294,82,117,-,73,3,15,1,3
S01005751,312,93,150,-,51,2,14,1,1
S01005752,284,36,66,-,133,25,18,4,2
S01005753,287,83,109,-,80,3,10,-,2
S01005754,455,147,179,7,41,51,26,-,4
S01005755,346,63,95,-,158,4,15,7,4
S01005756,383,69,116,2,138,44,11,1,2
S01005757,240,29,71,1,123,1,12,-,3
S01005758,358,84,136,-,124,-,9,1,4
S01005759,361,50,115,-,167,3,24,2,-
S01005760,249,90,122,-,8,2,21,1,5
S01005761,302,119,132,-,18,2,23,2,6
S01005762,337,73,99,-,138,-,21,1,5
S01005763,933,200,552,2,19,95,41,12,12
S01005764,279,70,58,-,135,4,8,1,3
S01005765,425,55,120,-,133,92,20,3,2
S01005766,330,131,125,-,10,22,32,2,8
S01005767,308,128,150,-,2,-,24,1,3
S01005768,401,84,149,-,138,2,22,3,3
S01005769,347,93,119,-,95,1,30,7,2
S01005770,329,55,83,1,103,49,31,2,5
S01005771,296,142,145,-,3,-,2,3,1
S01005772,295,155,125,-,4,-,7,3,1
S01005773,357,124,201,-,17,1,11,2,1
S01005774,275,89,102,-,69,3,8,3,1
S01005775,370,107,108,2,116,2,27,3,5
S01005776,301,150,117,-,4,-,25,3,2
S01005777,240,98,63,2,65,2,7,1,2
S01005778,337,75,105,-,126,5,16,4,6
S01005779,326,99,157,-,15,1,43,7,4
S01005780,475,77,368,-,3,3,17,2,5
S01005781,462,142,180,-,53,8,65,7,7
S01005782,405,89,151,-,141,-,19,3,2
S01005783,209,62,88,-,19,21,11,3,5
S01005784,229,36,126,-,39,21,6,-,1
S01005785,293,104,168,-,6,-,12,-,3
S01005786,236,47,111,-,66,4,6,1,1
S01005787,262,52,163,-,29,2,14,1,1
S01005788,272,70,96,-,65,2,32,3,4
S01005789,331,68,196,1,44,1,18,2,1
S01005790,183,47,93,-,29,2,7,4,1
S01005791,212,80,94,-,23,8,5,1,1
S01005792,299,47,109,-,43,75,24,1,-
S01005793,206,44,117,-,30,1,9,4,1
S01005794,424,205,178,-,16,-,18,3,4
S01005795,271,54,123,-,44,8,39,2,1
S01005796,432,122,259,-,34,-,13,2,2
S01005797,366,76,266,1,5,1,9,4,4
S01005798,266,41,105,-,96,6,13,4,1
S01005799,306,66,124,1,69,18,25,3,-
S01005800,288,96,118,1,38,15,13,2,5
S01005801,246,44,129,-,56,-,13,1,3
S01005802,327,133,150,-,9,-,18,4,13
S01005803,329,46,126,9,80,41,23,4,-
S01005804,"1,372",191,979,4,65,51,72,6,4
S01005805,205,28,143,-,25,-,5,2,2
S01005806,347,59,132,1,131,2,19,1,2
S01005807,334,58,148,-,70,38,17,3,-
S01005808,287,58,131,-,67,3,22,6,-
S01005809,224,45,131,-,33,4,9,-,2
S01005810,210,46,100,-,48,1,14,-,1
S01005811,229,55,93,-,55,2,21,1,2
S01005812,228,36,165,1,12,-,12,2,-
S01005813,335,88,161,1,36,24,19,5,1
S01005814,329,53,139,-,120,1,13,1,2
S01005815,446,112,179,-,107,13,31,4,-
S01005816,414,83,222,2,55,3,38,5,6
S01005817,200,63,125,-,3,-,8,-,1
S01005818,257,59,188,-,3,-,3,2,2
S01005819,297,51,134,-,95,1,12,3,1
S01005820,311,57,143,1,67,8,31,4,-
S01005821,220,40,105,-,58,-,16,1,-
S01005822,383,92,179,-,56,4,45,4,3
S01005823,229,51,110,-,30,36,2,-,-
S01005824,249,94,146,-,5,1,3,-,-
S01005825,322,86,131,-,70,-,28,4,3
S01005826,322,134,171,-,4,-,9,3,1
S01005827,292,100,166,-,2,1,18,5,-
S01005828,347,68,175,-,62,5,32,3,2
S01005829,326,133,158,-,8,1,17,6,3
S01005830,482,95,99,-,271,1,14,1,1
S01005831,475,192,198,1,26,2,48,6,2
S01005832,332,67,126,6,110,1,20,1,1
S01005833,284,77,133,-,52,3,16,3,-
S01005834,303,73,102,-,82,19,25,1,1
S01005835,282,109,148,-,4,1,13,3,4
S01005836,236,97,126,-,2,-,7,2,2
S01005837,173,52,110,-,1,1,6,1,2
S01005838,284,68,84,-,105,13,9,1,4
S01005839,330,117,164,2,28,1,15,1,2
S01005840,351,101,158,-,44,2,39,4,3
S01005841,279,78,147,-,29,5,16,3,1
S01005842,253,72,77,-,91,1,7,1,4
S01005843,256,99,119,1,10,6,12,1,8
S01005844,306,96,142,1,25,6,33,1,2
S01005845,194,76,93,-,6,2,15,2,-
S01005846,502,129,137,-,157,1,66,6,6
S01005847,380,108,157,3,64,5,36,3,4
S01005848,266,44,106,-,86,17,13,-,-
S01005849,345,109,155,4,51,7,11,2,6
S01005850,371,66,125,-,127,31,16,2,4
S01005851,376,120,125,-,73,6,46,5,1
S01005852,243,55,114,-,28,3,38,5,-
S01005853,458,133,170,-,89,26,31,4,5
S01005854,335,82,136,1,61,38,12,1,4
S01005855,435,76,112,-,194,-,46,-,7
S01005856,356,98,140,-,85,-,21,9,3
S01005857,356,69,114,3,112,25,33,-,-
S01005858,292,67,133,-,62,9,15,5,1
S01005859,333,113,134,-,34,3,43,4,2
S01005860,394,95,157,1,87,6,41,5,2
S01005861,273,55,200,-,2,2,12,1,1
S01005862,339,103,148,-,41,3,41,2,1
S01005863,660,178,299,1,80,11,79,6,6
S01005864,463,155,159,1,94,1,40,7,6
S01005865,385,103,80,-,186,3,7,3,3
S01005866,353,143,158,-,22,-,23,6,1
S01005867,376,80,200,-,15,56,19,5,1
S01005868,270,120,127,-,10,-,11,2,-
S01005869,294,44,85,-,139,15,7,2,2
S01005870,360,110,125,-,74,1,45,3,2
S01005871,331,109,115,-,56,20,27,2,2
S01005872,340,141,145,1,25,2,20,1,5
S01005873,409,134,188,-,50,3,31,1,2
S01005874,339,28,60,3,206,19,21,1,1
S01005875,329,62,210,1,14,12,26,2,2
S01005876,335,179,137,-,6,-,8,5,-
S01005877,363,130,150,-,49,8,24,-,2
S01005878,272,78,170,-,4,3,16,1,-
S01005879,288,99,125,1,34,2,20,3,4
S01005880,413,73,125,2,168,2,37,5,1
S01005881,364,67,136,1,104,7,43,4,2
S01005882,541,181,333,-,5,1,20,-,1
S01005883,229,99,79,-,29,4,17,-,1
S01005884,329,168,114,-,13,9,21,1,3
S01005885,237,128,100,-,1,-,7,-,1
S01005886,276,124,132,-,6,4,7,1,2
S01005887,255,79,90,1,34,1,40,5,5
S01005888,255,66,106,-,12,59,6,2,4
S01005889,512,146,135,1,119,6,88,6,11
S01005890,277,74,184,-,2,1,14,1,1
S01005891,259,35,97,-,18,93,12,3,1
S01005892,358,71,97,-,156,1,23,6,4
S01005893,338,96,157,-,39,4,35,6,1
S01005894,351,98,140,2,43,23,36,5,4
S01005895,258,141,107,-,1,1,4,1,3
S01005896,302,147,140,-,5,1,7,1,1
S01005897,340,136,133,1,36,1,27,4,2
S01005898,314,83,143,-,48,1,26,3,10
S01005899,411,99,128,-,84,25,59,9,7
S01005900,264,155,94,-,3,-,11,-,1
S01005901,291,81,172,-,17,1,17,-,3
S01005902,369,187,116,-,26,1,31,2,6
S01005903,479,125,173,-,103,5,62,6,5
S01005904,437,107,221,-,35,25,40,6,3
S01005905,311,74,183,2,25,1,21,3,2
S01005906,348,110,142,-,81,1,10,1,3
S01005907,412,126,140,2,71,3,57,7,6
S01005908,494,124,182,3,46,29,100,5,5
S01005909,211,78,96,-,23,1,9,2,2
S01005910,307,121,132,1,39,1,9,1,3
S01005911,614,136,299,1,70,38,58,8,4
S01005912,352,110,155,-,50,11,20,3,3
S01005913,369,45,77,1,224,4,14,2,2
S01005914,581,164,128,-,131,27,112,7,12
S01005915,339,120,109,-,75,2,30,1,2
S01005916,241,62,170,-,4,-,4,-,1
S01005917,387,41,97,-,87,125,31,4,2
S01005918,417,148,161,2,63,4,25,6,8
S01005919,207,73,125,-,1,-,6,-,2
S01005920,449,131,173,-,88,9,41,5,2
S01005921,300,90,147,-,35,-,24,1,3
S01005922,482,107,239,1,69,4,50,10,2
S01005923,336,95,151,-,36,3,43,4,4
S01005924,216,73,132,-,3,-,8,-,-
S01005925,268,87,165,-,2,-,11,-,3
S01005926,489,170,178,2,25,11,94,3,6
S01005927,324,170,113,-,16,1,14,3,7
S01005928,336,46,105,-,88,52,43,1,1
S01005929,366,84,157,1,53,2,57,6,6
S01005930,447,75,232,1,83,3,47,6,-
S01005931,359,91,159,-,44,25,37,3,-
S01005932,313,63,70,-,144,6,27,2,1
S01005933,338,88,194,-,3,-,49,1,3
S01005934,355,109,132,-,73,10,26,3,2
S01005935,331,72,126,1,81,3,41,2,5
S01005936,423,129,132,-,135,5,17,5,-
S01005937,201,77,120,-,2,-,2,-,-
S01005938,391,69,128,-,144,19,27,3,1
S01005939,322,47,112,-,130,7,21,2,3
S01005940,438,91,134,3,51,12,133,5,9
S01005941,151,51,96,-,2,-,2,-,-
S01005942,485,95,113,1,240,5,26,3,2
S01005943,400,109,173,-,64,6,43,4,1
S01005944,496,118,188,-,102,14,61,7,6
S01005945,371,92,159,1,63,7,41,4,4
S01005946,408,88,163,-,102,15,35,4,1
S01005947,388,57,85,1,206,8,29,2,-
S01005948,375,66,148,2,132,3,19,3,2
S01005949,272,50,70,-,39,80,31,2,-
S01005950,317,41,58,-,201,-,13,1,3
S01005951,673,57,224,1,226,60,98,6,1
S01005952,622,128,177,1,186,5,111,10,4
S01005953,523,98,289,5,32,52,40,5,2
S01005954,235,31,65,-,117,4,16,2,-
S01005955,437,85,148,-,14,9,157,16,8
S01005956,359,62,147,2,120,4,18,2,4
S01005957,439,58,128,3,200,32,15,2,1
S01005958,255,65,84,-,88,7,7,2,2
S01005959,280,40,61,-,158,4,17,-,-
S01005960,271,85,73,1,49,47,10,4,2
S01005961,495,34,220,1,141,69,23,5,2
S01005962,236,55,81,-,85,-,12,2,1
S01005963,274,64,111,-,65,14,19,-,1
S01005964,342,68,112,-,118,26,15,1,2
S01005965,440,53,137,1,207,9,30,1,2
S01005966,582,75,265,3,165,22,41,4,7
S01005967,424,67,136,-,141,29,45,2,4
S01005968,364,113,199,-,10,2,25,10,5
S01005969,315,120,129,2,18,22,16,7,1
S01005970,369,78,148,1,109,4,24,3,2
S01005971,178,40,73,-,56,1,5,3,-
S01005972,357,96,152,1,81,-,14,4,9
S01005973,408,93,172,-,80,10,45,5,3
S01005974,348,78,115,-,104,22,14,7,8
S01005975,285,54,104,-,111,3,11,2,-
S01005976,393,166,143,-,10,25,44,1,4
S01005977,296,77,117,1,94,1,5,-,1
S01005978,329,138,135,4,23,1,20,5,3
S01005979,391,105,172,-,83,6,23,2,-
S01005980,228,103,114,-,6,-,4,1,-
S01005981,342,51,224,2,40,3,20,-,2
S01005982,300,42,101,1,75,64,14,3,-
S01005983,344,154,171,-,5,-,12,2,-
S01005984,398,154,186,-,5,1,44,2,6
S01005985,351,71,118,2,123,3,30,1,3
S01005986,459,230,154,-,8,-,46,7,14
S01005987,255,65,103,-,69,10,7,1,-
S01005988,257,61,80,4,70,34,8,-,-
S01005989,262,116,131,-,5,-,4,4,2
S01005990,711,29,140,5,125,387,17,7,1
S01005991,313,70,118,-,77,28,16,1,3
S01005992,309,56,66,-,140,25,17,3,2
S01005993,300,97,186,-,5,4,7,1,-
S01005994,383,101,162,-,89,5,22,-,4
S01005995,378,57,68,-,236,8,8,-,1
S01005996,333,65,240,-,6,-,16,5,1
S01005997,287,68,69,-,43,90,17,-,-
S01005998,369,11,29,-,130,188,8,2,1
S01005999,538,146,330,-,12,14,26,7,3
S01006000,369,91,96,1,161,8,9,2,1
S01006001,299,73,140,-,67,-,18,1,-
S01006002,285,43,69,1,64,89,17,2,-
S01006003,333,85,95,2,125,8,11,5,2
S01006004,549,63,364,1,8,18,78,8,9
S01006005,215,47,90,1,62,6,4,1,4
S01006006,315,121,158,-,8,6,15,3,4
S01006007,270,45,51,3,129,3,32,2,5
S01006008,319,62,75,9,106,53,9,2,3
S01006009,198,66,114,-,3,4,7,2,2
S01006010,381,172,187,-,4,5,8,1,4
S01006011,383,81,125,-,135,11,24,6,1
S01006012,375,79,121,1,120,20,23,11,-
S01006013,218,96,100,1,1,-,19,-,1
S01006014,289,74,101,-,93,4,13,2,2
S01006015,352,170,159,2,8,2,10,-,1
S01006016,373,136,202,-,5,3,22,1,4
S01006017,457,66,230,-,105,29,23,1,3
S01006018,300,64,204,1,4,14,11,1,1
S01006019,541,65,279,-,132,4,57,2,2
S01006020,333,163,139,-,18,1,4,2,6
S01006021,475,170,190,2,29,27,42,5,10
S01006022,277,57,96,-,90,3,24,1,6
S01006023,249,104,129,2,3,4,6,1,-
S01006024,371,76,137,-,136,5,14,2,1
S01006025,403,105,166,-,74,17,32,6,3
S01006026,331,102,148,1,67,6,6,1,-
S01006027,323,133,140,1,7,5,30,4,3
S01006028,337,86,116,-,3,18,101,12,1
S01006029,281,107,127,1,7,14,11,1,13
S01006030,374,184,160,5,5,4,10,1,5
S01006031,628,143,251,1,77,13,131,10,2
S01006032,481,79,106,2,79,172,39,2,2
S01006033,488,75,341,1,14,18,31,5,3
S01006034,733,71,300,8,116,171,64,1,2
S01006035,450,162,191,-,72,2,18,2,3
S01006036,808,94,617,1,15,27,40,7,7
S01006037,384,156,170,-,10,3,35,5,5
S01006038,406,220,136,-,6,24,12,5,3
S01006039,348,134,132,-,60,2,16,2,2
S01006040,362,53,122,-,100,61,23,3,-
S01006041,543,99,119,-,238,5,69,8,5
S01006042,374,142,158,1,57,7,7,-,2
S01006043,249,62,109,-,31,31,11,4,1
S01006044,382,165,155,-,18,2,37,1,4
S01006045,285,76,150,2,29,5,17,3,3
S01006046,318,91,151,-,5,2,58,6,5
S01006047,339,103,136,1,83,7,6,1,2
S01006048,298,153,123,-,6,1,9,2,4
S01006049,390,112,138,2,108,5,14,6,5
S01006050,374,77,173,9,77,4,30,2,2
S01006051,338,84,180,2,14,1,54,3,-
S01006052,374,123,217,1,2,-,21,5,5
S01006053,338,195,126,-,-,3,9,3,2
S01006054,402,134,175,-,51,8,26,4,4
S01006055,284,66,157,-,1,6,41,11,2
S01006056,372,188,165,-,3,1,10,-,5
S01006057,293,43,78,-,67,52,47,3,3
S01006058,396,80,105,1,181,5,14,6,4
S01006059,472,134,119,1,124,50,34,5,5
S01006060,414,96,134,-,96,28,51,2,7
S01006061,345,25,53,-,166,58,40,3,-
S01006062,396,82,116,4,113,13,55,7,6
S01006063,257,25,38,1,170,7,13,3,-
S01006064,422,44,132,1,87,114,33,6,5
S01006065,469,54,108,11,143,79,72,1,1
S01006066,530,85,243,10,79,16,88,8,1
S01006067,390,193,144,-,10,1,35,2,5
S01006068,249,77,94,-,46,2,27,2,1
S01006069,328,170,108,1,9,1,32,2,5
S01006070,270,143,91,-,5,-,19,4,8
S01006071,347,167,164,-,6,-,7,2,1
S01006072,248,103,96,2,12,5,21,3,6
S01006073,194,87,59,-,25,1,19,2,1
S01006074,285,137,108,-,10,-,19,3,8
S01006075,441,83,128,3,128,71,22,3,3
S01006076,389,91,124,1,145,2,19,4,3
S01006077,488,109,238,-,107,2,23,2,7
S01006078,580,183,245,3,55,53,23,5,13
S01006079,288,83,80,4,82,14,18,1,6
S01006080,422,133,152,1,79,7,34,7,9
S01006081,300,124,90,-,23,1,45,7,10
S01006082,370,66,98,-,182,2,16,5,1
S01006083,466,204,135,2,37,31,45,5,7
S01006084,371,61,176,2,73,31,22,6,-
S01006085,293,71,144,-,53,2,20,1,2
S01006086,375,69,182,-,78,12,15,11,8
S01006087,346,98,119,-,63,39,17,4,6
S01006088,276,85,148,-,27,-,14,2,-
S01006089,353,86,122,1,74,7,50,2,11
S01006090,309,67,84,1,133,4,12,3,5
S01006091,337,111,141,8,16,26,21,6,8
S01006092,243,51,82,-,86,2,10,7,5
S01006093,296,63,142,-,59,6,19,3,4
S01006094,432,129,145,-,72,49,28,6,3
S01006095,340,102,169,1,35,1,28,1,3
S01006096,274,70,94,14,8,65,15,5,3
S01006097,450,109,150,-,143,7,27,8,6
S01006098,336,104,105,-,71,10,26,10,10
S01006099,219,64,139,-,4,-,9,-,3
S01006100,189,26,24,1,87,43,7,1,-
S01006101,300,79,90,-,27,74,27,2,1
S01006102,390,97,121,2,132,5,24,5,4
S01006103,335,88,184,-,-,-,54,5,4
S01006104,337,93,93,3,122,3,16,4,3
S01006105,355,64,159,-,69,34,24,3,2
S01006106,343,58,185,2,37,34,24,1,2
S01006107,272,56,97,1,95,4,14,1,4
S01006108,335,59,126,-,130,2,12,5,1
S01006109,414,197,132,-,25,2,41,6,11
S01006110,325,52,84,1,170,5,6,2,5
S01006111,430,124,166,2,90,9,26,5,8
S01006112,312,93,147,-,8,3,54,4,3
