,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01000635,518,300,48,110,2,8,25,25
S01000636,439,276,46,72,3,8,18,16
S01000637,542,324,51,107,2,17,17,24
S01000638,483,314,54,65,9,4,15,22
S01000639,530,326,50,82,7,14,21,30
S01000640,618,400,50,106,5,6,20,31
S01000641,670,386,74,114,3,6,22,65
S01000642,751,406,80,149,7,13,46,50
S01000643,570,328,50,124,3,12,23,30
S01000644,602,366,52,98,4,6,33,43
S01000645,801,444,98,142,7,24,49,37
S01000646,683,408,50,117,4,10,42,52
S01000647,653,330,82,111,5,8,54,63
S01000648,711,268,106,215,2,21,56,43
S01000649,494,286,52,102,2,13,13,26
S01000650,585,280,72,142,3,11,32,45
S01000651,717,332,62,175,10,19,48,71
S01000652,633,360,50,115,2,21,28,57
S01000653,815,304,118,219,11,14,65,84
S01000654,743,322,92,183,5,25,64,52
S01000655,613,230,102,168,4,20,51,38
S01000656,647,232,104,164,11,18,56,62
S01000657,656,254,88,162,5,23,45,79
S01000658,486,166,74,144,7,23,45,27
S01000659,1109,630,112,195,3,17,49,103
S01000660,826,530,48,146,5,12,23,62
S01000661,716,278,106,200,6,16,47,63
S01000662,605,388,76,85,1,14,24,17
S01000663,629,310,84,148,4,14,33,36
S01000664,698,384,84,128,5,16,39,42
S01000665,583,306,68,110,4,14,33,48
S01000666,440,270,30,77,3,9,18,33
S01000667,806,430,88,166,3,15,32,72
S01000668,672,246,88,195,6,23,48,66
S01000669,716,248,78,198,9,31,56,96
S01000670,546,274,76,112,3,16,35,30
S01000671,460,278,42,81,3,5,18,33
S01000672,573,294,64,121,5,19,27,43
S01000673,612,376,42,112,3,6,24,49
S01000674,907,462,110,192,5,20,46,72
S01000675,579,364,42,96,3,9,23,42
S01000676,384,198,54,70,1,4,31,26
S01000677,738,332,88,183,3,22,59,51
S01000678,751,392,88,145,5,17,42,62
S01000679,628,180,130,181,8,18,56,55
S01000680,805,286,92,219,6,29,88,85
S01000681,808,232,108,256,15,31,98,68
S01000682,605,188,98,170,15,21,54,59
S01000683,456,224,62,104,2,10,31,23
S01000684,643,196,74,186,9,27,65,86
S01000685,750,342,104,154,12,20,47,71
S01000686,650,268,76,175,5,18,44,64
S01000687,692,280,84,179,6,16,59,68
S01000688,588,302,70,127,5,9,18,57
S01000689,517,290,74,99,1,12,24,17
S01000690,817,512,76,133,9,8,35,44
S01000691,675,312,84,141,4,27,52,55
S01000692,580,212,86,170,4,23,38,47
S01000693,821,278,128,203,14,34,73,91
S01000694,556,258,54,135,3,14,53,39
S01000695,647,310,94,149,6,14,39,35
S01000696,659,246,112,162,5,25,43,66
S01000697,726,456,88,101,5,11,19,46
S01000698,520,208,92,111,3,16,36,54
S01000699,488,226,54,110,7,16,22,53
S01000700,640,366,78,125,2,16,25,28
S01000701,829,480,78,126,7,20,42,76
S01000702,444,234,50,93,1,9,15,42
S01000703,627,316,76,118,6,12,39,60
S01000704,712,404,80,141,6,13,32,36
S01000705,892,546,80,141,3,11,37,74
S01000706,716,434,84,127,5,11,18,37
S01000707,509,302,54,96,1,7,18,31
S01000708,459,262,38,84,11,16,21,27
S01000709,835,504,78,102,13,12,43,83
S01000710,879,466,118,187,7,25,35,41
S01000711,435,248,26,102,2,9,13,35
S01000712,517,278,44,91,3,9,24,68
S01000713,606,316,56,141,-,12,28,53
S01000714,815,436,104,166,4,15,42,48
S01000715,558,200,54,158,5,11,48,82
S01000716,423,114,48,172,6,20,43,20
S01000717,723,236,94,217,4,22,75,75
S01000718,667,282,62,194,4,13,45,67
S01000719,531,304,38,88,2,8,34,57
S01000720,678,398,62,95,5,21,31,66
S01000721,568,302,48,124,11,14,20,49
S01000722,713,302,84,190,5,23,39,70
S01000723,388,236,52,53,3,5,12,27
S01000724,638,268,88,172,3,16,36,55
S01000725,519,318,42,103,5,5,16,30
S01000726,622,308,64,116,10,23,46,55
S01000727,481,194,38,130,3,22,29,65
S01000728,567,342,36,99,12,4,23,51
S01000729,437,166,38,113,2,10,52,56
S01000730,340,170,32,84,-,13,21,20
S01000731,454,110,83,137,4,15,49,56
S01000732,477,118,52,150,5,19,72,61
S01000733,604,212,42,171,13,25,61,80
S01000734,695,426,56,107,5,9,24,68
S01000735,392,176,26,71,3,17,42,57
S01000736,644,350,34,116,9,18,42,75
S01000737,404,170,34,86,7,23,30,54
S01000738,393,184,40,77,8,9,30,45
S01000739,634,260,86,155,7,23,41,62
S01000740,584,314,52,95,11,14,40,58
S01000741,707,394,84,96,1,12,44,76
S01000742,538,318,54,89,5,12,24,36
S01000743,672,384,46,125,4,16,34,63
S01000744,638,188,104,204,11,28,63,40
S01000745,563,256,60,128,8,21,40,50
S01000746,628,284,58,159,6,24,63,34
S01000747,468,190,44,115,4,16,53,46
S01000748,398,140,12,116,3,12,48,67
S01000749,404,140,36,147,5,10,34,32
S01000750,603,324,36,102,8,9,49,75
S01000751,598,358,50,103,4,8,26,49
S01000752,749,238,88,236,1,37,91,58
S01000753,484,230,56,116,6,14,22,40
S01000754,601,316,54,126,7,11,41,46
S01000755,612,316,66,127,5,10,35,53
S01000756,855,426,74,156,8,26,67,98
S01000757,627,350,58,98,7,16,29,69
S01000758,1053,668,80,183,9,17,40,56
S01000759,807,394,88,176,9,24,52,64
S01000760,435,249,48,94,1,7,16,20
S01000761,535,320,40,94,3,9,25,44
S01000762,521,306,28,102,5,10,16,54
S01000763,636,352,52,115,14,16,32,55
S01000764,570,312,44,122,3,15,27,47
S01000765,551,400,34,78,5,12,6,16
S01000766,605,288,40,139,8,11,42,77
S01000767,503,136,78,190,1,27,48,23
S01000768,691,204,94,200,7,36,62,88
S01000769,712,176,108,222,11,36,83,76
S01000770,515,180,62,171,4,23,35,40
S01000771,791,434,54,169,7,14,40,73
S01000772,559,270,16,129,3,18,32,91
S01000773,729,388,68,141,5,14,39,74
S01000774,540,302,56,113,2,11,44,12
S01000775,541,324,22,86,5,13,15,76
S01000776,487,330,20,87,3,5,16,26
S01000777,211,120,14,47,1,11,17,1
S01000778,397,260,18,63,1,3,21,31
S01000779,611,354,46,129,1,14,26,41
S01000780,683,294,88,177,4,20,53,47
S01000781,684,460,34,106,7,13,19,45
S01000782,572,382,20,120,2,9,11,28
S01000783,406,226,36,74,5,12,24,29
S01000784,639,462,26,99,4,7,11,30
S01000785,625,356,50,111,12,21,36,39
S01000786,637,364,74,115,5,12,23,44
S01000787,434,260,60,58,6,9,17,24
S01000788,528,294,46,103,2,21,21,41
S01000789,615,288,62,148,7,17,31,62
S01000790,385,264,14,59,11,7,13,17
S01000791,475,238,62,84,3,13,35,40
S01000792,553,350,54,76,10,13,21,29
S01000793,494,236,70,113,5,24,22,24
S01000794,733,276,94,194,4,26,66,73
S01000795,778,370,120,161,8,19,41,59
S01000796,369,194,48,67,6,6,13,35
S01000797,337,156,52,72,3,13,26,15
S01000798,405,192,38,81,2,9,22,61
S01000799,569,338,54,89,7,12,33,36
S01000800,823,486,62,120,12,20,57,66
S01000801,528,274,76,95,12,13,29,29
S01000802,626,374,58,89,4,21,28,52
S01000803,821,484,86,132,6,12,39,62
S01000804,697,372,90,127,7,20,27,54
S01000805,674,364,60,108,13,20,29,80
S01000806,686,392,72,111,7,17,42,45
S01000807,618,290,74,140,2,19,36,57
S01000808,605,336,58,115,10,16,30,40
S01000809,469,230,62,95,1,12,33,36
S01000810,578,324,74,102,8,12,25,33
S01000811,668,398,60,132,3,9,23,43
S01000812,985,396,148,256,8,39,69,69
S01000813,632,358,62,128,2,14,18,50
S01000814,577,194,88,189,7,27,45,27
S01000815,432,76,60,164,3,19,55,55
S01000816,502,96,80,203,8,16,57,42
S01000817,725,344,66,188,1,20,50,56
S01000818,753,312,82,231,12,24,45,47
S01000819,697,368,70,132,8,17,38,64
S01000820,467,278,50,85,3,9,18,24
S01000821,666,242,108,191,10,25,52,38
S01000822,437,184,56,96,4,14,27,56
S01000823,379,144,44,108,-,10,37,36
S01000824,612,332,64,107,2,14,41,52
S01000825,610,374,62,85,3,13,17,56
S01000826,512,250,54,114,3,7,35,49
S01000827,608,374,58,105,4,7,26,34
S01000828,722,414,72,139,8,7,30,52
S01000829,576,340,52,94,4,6,21,59
S01000830,691,398,72,121,9,4,34,53
S01000831,695,328,82,135,11,16,48,75
S01000832,774,342,110,171,8,28,50,65
S01000833,872,470,128,195,5,20,22,32
S01000834,821,388,100,212,4,17,48,52
S01000835,598,216,98,164,7,23,34,56
S01000836,594,178,94,210,1,32,45,34
S01000837,851,200,130,305,6,39,114,57
S01000838,524,282,56,104,1,15,23,43
S01000839,1067,512,178,229,8,34,59,47
S01000840,548,236,46,152,1,17,52,44
S01000841,721,237,86,259,1,22,72,44
S01000842,736,450,71,123,1,14,31,46
S01000843,742,326,132,127,2,23,52,80
S01000844,648,258,104,175,3,31,45,32
S01000845,437,216,66,77,5,13,28,32
S01000846,568,162,82,186,5,22,66,45
S01000847,824,324,88,213,6,40,65,88
S01000848,565,338,44,88,3,12,21,59
S01000849,382,196,46,87,1,6,21,25
S01000850,572,204,58,177,8,22,49,54
S01000851,607,356,54,128,2,21,20,26
S01000852,611,296,66,139,6,24,36,44
S01000853,458,174,70,111,2,12,38,51
S01000854,677,266,112,168,-,29,59,43
S01000855,567,304,32,132,3,18,45,33
S01000856,418,214,48,98,1,8,23,26
S01000857,384,184,62,81,2,12,26,17
S01000858,721,410,82,149,1,15,36,28
S01000859,936,552,88,192,1,19,33,51
S01000860,664,222,104,196,4,24,64,50
S01000861,551,304,54,89,3,13,21,67
S01000862,443,266,42,77,3,7,14,34
S01000863,451,198,36,122,3,14,45,33
S01000864,921,532,88,177,5,22,41,56
S01000865,823,414,92,189,2,33,58,35
S01000866,677,314,78,140,1,24,63,57
S01000867,699,232,126,164,4,24,81,68
S01000868,541,218,62,153,4,16,44,44
S01000869,423,158,80,125,1,16,27,16
S01000870,650,236,112,197,5,25,45,30
S01000871,672,366,68,128,3,21,30,56
S01000872,659,386,44,120,4,15,41,49
S01000873,1953,1110,226,376,9,53,93,86
S01000874,402,132,60,133,1,17,40,19
S01000875,1124,600,168,210,5,31,48,62
S01000876,561,240,70,143,7,20,36,45
S01000877,542,156,82,155,1,25,64,59
S01000878,478,292,16,119,3,6,18,24
S01000879,764,460,38,115,12,17,46,76
S01000880,673,432,52,104,7,11,25,42
S01000881,550,258,76,119,-,19,31,47
S01000882,749,304,88,183,6,27,56,85
S01000883,690,316,68,185,4,20,54,43
S01000884,452,214,66,88,3,13,34,34
S01000885,416,280,30,65,4,4,11,22
S01000886,536,260,56,108,4,12,43,53
S01000887,592,348,46,119,3,18,33,25
S01000888,540,206,58,141,1,25,49,60
S01000889,600,312,50,130,4,23,29,52
S01000890,632,286,66,147,5,20,55,53
S01000891,713,426,54,118,4,14,30,67
S01000892,422,276,24,69,3,5,17,28
S01000893,505,342,20,65,2,9,27,40
S01000894,438,242,34,94,3,7,28,30
S01000895,770,430,80,159,1,22,43,35
S01000896,411,288,12,59,9,7,11,25
S01000897,596,374,36,91,6,13,19,57
S01000898,449,240,38,88,2,10,30,41
S01000899,675,284,86,165,9,14,45,72
S01000900,527,308,44,102,5,9,18,41
S01000901,514,276,68,81,5,10,27,47
S01000902,813,464,86,120,7,10,55,71
S01000903,845,486,58,140,5,13,38,105
S01000904,604,332,70,106,3,5,43,45
S01000905,579,318,64,121,-,11,20,45
S01000906,433,254,36,78,5,5,18,37
S01000907,633,246,72,151,7,11,65,81
S01000908,617,264,54,159,8,10,56,66
S01000909,764,446,84,132,7,17,33,45
S01000910,687,372,90,140,5,15,25,40
S01000911,891,548,80,152,6,11,32,62
S01000912,565,294,70,100,5,11,30,55
S01000913,521,242,58,108,6,14,39,54
S01000914,626,380,47,82,7,6,35,69
S01000915,783,452,69,137,4,13,41,67
S01000916,868,490,76,153,8,15,52,74
S01000917,588,296,76,121,3,13,32,47
S01000918,482,242,52,91,6,9,33,49
S01000919,535,280,58,107,3,8,31,48
S01000920,480,262,58,93,11,7,25,24
S01000921,539,312,42,94,1,9,38,43
S01000922,710,338,116,138,5,21,44,48
S01000923,708,362,80,161,5,14,36,50
S01000924,715,308,96,169,3,20,64,55
S01000925,818,404,103,163,8,21,55,64
S01000926,715,320,146,153,1,16,43,36
S01000927,727,360,74,168,4,10,38,73
S01000928,808,436,82,131,14,15,49,81
S01000929,359,92,96,106,5,10,34,16
S01000930,382,96,58,132,5,12,47,32
S01000931,528,234,78,117,3,9,55,32
S01000932,811,388,100,169,6,16,69,63
S01000933,838,354,102,213,7,20,76,66
S01000934,753,222,106,236,5,28,82,74
S01000935,652,282,54,170,5,25,47,69
S01000936,725,362,60,158,5,12,49,79
S01000937,460,178,46,122,7,19,45,43
S01000938,629,288,84,140,5,15,40,57
S01000939,635,312,52,119,7,13,49,83
S01000940,720,410,78,120,1,11,24,76
S01000941,408,170,46,79,3,9,27,74
S01000942,829,370,106,184,8,20,69,72
S01000943,740,466,44,113,6,12,16,83
S01000944,705,342,90,122,7,20,54,70
S01000945,617,264,84,144,11,15,42,57
S01000946,648,332,64,137,1,16,39,59
S01000947,596,312,58,89,3,18,41,75
S01000948,677,422,64,107,9,11,27,37
S01000949,528,330,26,76,5,5,24,62
S01000950,674,368,54,128,9,16,31,68
S01000951,726,320,59,194,18,15,60,60
S01000952,733,410,60,136,8,17,33,69
S01000953,770,516,60,91,2,7,21,73
S01000954,868,480,116,154,2,21,46,49
S01000955,525,344,48,87,2,6,18,20
S01000956,680,258,128,146,7,29,64,48
S01000957,455,232,62,90,1,5,25,40
S01000958,665,328,50,155,7,26,46,53
S01000959,583,324,82,93,9,5,27,43
S01000960,477,254,35,101,2,10,30,45
S01000961,723,384,64,137,10,14,49,65
S01000962,558,236,72,130,5,20,39,56
S01000963,683,306,108,147,1,25,39,57
S01000964,814,484,78,136,3,8,42,63
S01000965,480,172,62,146,4,19,50,27
S01000966,834,360,124,200,1,18,57,74
S01000967,485,190,56,117,3,15,42,62
S01000968,828,494,70,148,6,10,45,55
S01000969,775,320,90,171,5,18,70,101
S01000970,668,288,92,149,7,15,39,78
S01000971,539,210,80,148,3,13,43,42
S01000972,779,470,58,142,10,16,20,63
S01000973,502,230,90,102,-,10,32,38
S01000974,993,626,94,161,5,7,34,66
S01000975,529,316,56,104,5,7,17,24
S01000976,427,224,44,74,3,10,29,43
S01000977,757,406,96,134,6,10,37,68
S01000978,667,348,82,122,8,14,36,57
S01000979,578,314,60,113,1,9,38,43
S01000980,581,308,68,99,3,14,34,55
S01000981,568,344,44,104,7,8,21,40
S01000982,598,364,66,108,3,3,20,34
S01000983,447,258,46,75,9,6,22,31
S01000984,519,296,38,85,6,4,36,54
S01000985,556,242,112,94,5,9,39,55
S01000986,480,270,46,97,1,3,25,38
S01000987,541,322,46,106,4,11,23,29
S01000988,458,310,36,68,6,3,12,23
S01000989,692,402,72,129,3,8,28,50
S01000990,665,352,64,163,6,15,35,30
S01000991,354,198,40,62,3,9,22,20
S01000992,874,490,104,158,6,16,38,62
S01000993,668,404,58,123,2,11,19,51
S01000994,853,444,74,199,2,26,57,51
S01000995,646,402,68,133,3,5,14,21
S01000996,867,428,90,163,6,13,67,100
S01000997,760,474,58,131,5,9,24,59
S01000998,580,174,60,206,8,24,62,46
S01000999,528,298,62,105,2,10,19,32
S01001000,489,206,66,130,4,10,36,37
S01001001,457,250,64,85,1,9,23,25
S01001002,526,234,68,148,4,21,37,14
S01001003,713,412,88,121,5,13,25,49
S01001004,539,324,36,85,2,13,11,68
S01001005,711,412,44,139,2,11,27,76
S01001006,590,378,40,101,1,7,27,36
S01001007,738,270,110,212,6,17,73,50
S01001008,674,252,82,204,6,21,46,63
S01001009,522,238,56,132,5,9,35,47
S01001010,795,210,124,252,14,28,74,93
S01001011,475,274,56,88,4,10,12,31
S01001012,627,358,54,121,3,18,22,51
S01001013,602,282,66,152,5,15,36,46
S01001014,754,174,100,321,11,29,78,41
S01001015,391,132,54,111,4,13,44,33
S01001016,729,404,68,147,7,12,37,54
S01001017,670,274,98,175,1,18,56,48
S01001018,660,232,108,181,3,13,59,64
S01001019,825,242,118,277,4,32,89,63
S01001020,427,180,66,91,4,9,33,44
S01001021,823,384,92,196,5,22,57,67
S01001022,690,268,86,210,5,18,47,56
S01001023,839,504,84,144,2,9,41,55
S01001024,1349,772,170,250,4,28,60,65
S01001025,1046,592,132,175,7,12,38,90
S01001026,758,404,83,154,5,11,37,64
S01001027,811,446,60,140,1,13,40,111
S01001028,618,240,104,156,2,15,54,47
S01001029,577,184,96,180,3,14,58,42
S01001030,595,368,52,82,6,10,25,52
S01001031,770,318,128,172,2,16,59,75
S01001032,540,172,96,147,2,13,51,59
S01001033,524,176,68,180,5,15,47,33
S01001034,542,138,86,193,1,14,64,46
S01001035,392,156,54,118,2,2,33,27
S01001036,495,148,76,156,3,22,59,31
S01001037,698,252,80,186,5,19,69,87
S01001038,634,394,62,110,-,6,21,41
S01001039,465,272,56,79,5,1,17,35
S01001040,575,350,52,95,6,11,24,37
S01001041,567,324,56,112,4,8,26,37
S01001042,808,432,116,150,4,11,50,45
S01001043,539,296,74,108,1,9,20,31
S01001044,782,434,62,127,8,22,49,80
S01001045,558,324,56,96,1,8,23,50
S01001046,686,354,86,137,-,12,37,60
S01001047,725,438,34,127,8,9,25,84
S01001048,507,296,56,90,1,6,18,40
S01001049,517,246,64,115,3,4,33,52
S01001050,823,464,66,164,4,19,37,69
S01001051,517,234,54,97,6,14,34,78
S01001052,441,208,64,98,2,5,24,40
S01001053,647,384,44,125,3,9,32,50
S01001054,599,300,90,119,3,9,34,44
S01001055,704,296,92,158,5,9,55,89
S01001056,589,260,80,129,5,9,48,58
S01001057,500,278,74,81,2,7,24,34
S01001058,653,288,82,154,1,20,45,63
S01001059,479,198,82,140,1,11,31,16
S01001060,585,264,84,142,-,16,28,51
S01001061,608,318,68,130,2,8,30,52
S01001062,483,314,38,86,3,10,17,15
S01001063,730,430,90,114,4,6,31,55
S01001064,620,300,64,138,1,10,50,57
S01001065,645,312,74,119,7,18,47,68
S01001066,652,378,48,141,2,7,30,46
S01001067,663,390,76,106,3,14,32,42
S01001068,755,446,62,150,5,13,27,52
S01001069,717,416,58,147,4,16,27,49
S01001070,728,410,60,132,4,22,34,66
S01001071,561,360,46,92,4,11,14,34
S01001072,752,428,95,162,6,9,26,26
S01001073,952,550,88,177,7,14,36,80
S01001074,413,262,30,81,-,4,18,18
S01001075,785,378,86,159,2,12,53,95
S01001076,685,374,76,136,4,19,39,37
S01001077,758,392,69,143,7,20,39,88
S01001078,772,394,114,153,9,18,35,49
S01001079,435,250,60,75,2,9,15,24
S01001080,601,356,48,115,3,10,25,44
S01001081,484,250,54,94,2,7,39,38
S01001082,810,380,62,165,7,17,63,116
S01001083,686,372,56,152,5,14,27,60
S01001084,761,434,46,155,2,15,44,65
S01001085,654,322,64,158,-,19,31,60
S01001086,579,270,70,131,-,15,42,51
S01001087,425,218,18,113,2,8,19,47
S01001088,813,378,88,225,6,19,39,58
S01001089,757,396,72,172,5,19,36,57
S01001090,760,226,92,351,8,5,39,39
S01001091,526,100,88,277,6,3,27,25
S01001092,930,154,160,521,18,14,46,17
S01001093,782,114,78,524,3,9,38,16
S01001094,766,410,70,179,18,18,31,40
S01001095,639,54,56,484,6,9,20,10
S01001096,865,96,100,596,5,13,27,28
S01001097,583,264,54,183,10,9,22,41
S01001098,536,318,38,113,6,8,19,34
S01001099,1313,148,172,816,14,41,76,46
S01001100,894,204,88,401,7,23,78,93
S01001101,1278,44,172,1001,18,13,26,4
S01001102,324,22,42,214,1,7,26,12
S01001103,584,294,38,178,15,7,24,28
S01001104,719,76,68,465,20,20,39,31
S01001105,674,426,22,141,4,10,16,55
S01001106,733,408,72,174,3,16,24,36
S01001107,886,184,136,366,18,28,70,84
S01001108,1493,244,250,822,45,38,84,10
S01001109,1107,128,164,700,8,19,66,22
S01001110,691,114,110,370,17,19,36,25
S01001111,947,126,142,566,18,25,51,19
S01001112,676,228,72,173,8,34,67,94
S01001113,891,154,103,494,19,20,73,28
S01001114,799,104,92,435,11,23,92,42
S01001115,625,150,72,274,8,15,73,33
S01001116,477,198,44,117,2,11,28,77
S01001117,487,80,100,197,5,13,51,41
S01001118,468,202,44,121,3,12,29,57
S01001119,856,228,126,238,12,47,94,111
S01001120,572,224,72,126,6,22,56,66
S01001121,550,114,74,262,5,18,51,26
S01001122,588,76,110,324,14,16,38,10
S01001123,839,376,110,242,14,12,41,44
S01001124,552,204,54,141,4,20,50,79
S01001125,301,88,38,91,2,11,40,31
S01001126,738,410,60,145,6,16,36,65
S01001127,675,226,80,251,6,17,49,46
S01001128,562,346,32,129,-,15,12,28
S01001129,773,194,86,324,5,28,85,51
S01001130,647,198,74,225,7,18,72,53
S01001131,405,114,48,164,3,11,38,27
S01001132,580,244,68,153,5,18,42,50
S01001133,887,350,90,234,6,22,87,98
S01001134,723,410,64,129,3,19,47,51
S01001135,277,76,46,96,4,7,25,23
S01001136,860,146,118,415,11,35,92,43
S01001137,869,162,108,392,11,28,87,81
S01001138,1209,264,212,528,13,40,105,47
S01001139,658,242,58,157,4,18,76,103
S01001140,836,206,120,290,3,31,90,96
S01001141,434,100,46,190,10,12,43,33
S01001142,791,438,50,139,12,17,46,89
S01001143,623,382,29,101,3,7,31,70
S01001144,566,198,66,180,9,13,51,49
S01001145,539,204,40,136,2,11,49,97
S01001146,695,416,42,121,4,14,31,67
S01001147,605,118,116,269,8,25,57,12
S01001148,616,382,34,108,5,4,34,49
S01001149,541,196,72,160,5,28,51,29
S01001150,575,128,74,265,8,29,49,22
S01001151,503,118,52,166,2,22,72,71
S01001152,818,236,88,268,7,21,88,110
S01001153,624,312,70,119,5,14,32,72
S01001154,613,368,50,104,5,12,28,46
S01001155,488,296,38,73,1,8,27,45
S01001156,664,129,130,270,16,21,78,20
S01001157,634,368,42,142,1,18,24,39
S01001158,541,204,66,116,2,12,41,100
S01001159,600,320,42,78,2,8,28,122
S01001160,483,180,44,88,4,18,47,102
S01001161,463,212,46,111,4,11,36,43
S01001162,725,402,58,153,7,14,29,62
S01001163,610,116,116,220,13,34,83,28
S01001164,551,166,72,192,2,16,48,55
S01001165,677,156,96,288,7,29,68,33
S01001166,224,48,30,87,1,17,28,13
S01001167,699,420,38,127,4,12,25,73
S01001168,674,106,166,308,10,26,42,16
S01001169,841,214,94,321,8,39,94,71
S01001170,643,128,100,229,3,34,93,56
S01001171,495,174,66,172,7,14,43,19
S01001172,501,90,68,206,5,28,64,40
S01001173,688,246,102,216,5,23,57,39
S01001174,526,86,86,245,17,20,53,19
S01001175,669,204,84,238,1,24,65,53
S01001176,663,296,77,183,1,20,39,47
S01001177,742,214,74,294,4,24,66,66
S01001178,731,320,46,148,12,21,52,132
S01001179,777,484,38,147,2,12,31,63
S01001180,633,120,102,231,12,18,88,62
S01001181,718,450,56,111,9,5,18,69
S01001182,724,234,90,245,2,21,72,60
S01001183,733,166,76,291,4,32,101,63
S01001184,685,354,90,164,10,6,29,32
S01001185,450,298,18,65,2,9,11,47
S01001186,583,370,40,103,4,17,16,33
S01001187,737,246,96,233,8,31,57,66
S01001188,690,112,104,306,5,32,80,51
S01001189,846,308,88,241,4,26,74,105
S01001190,568,358,34,84,1,13,25,53
S01001191,556,136,74,188,3,26,66,63
S01001192,851,200,108,272,1,39,115,116
S01001193,716,392,74,143,8,15,37,47
S01001194,762,456,46,138,5,17,40,60
S01001195,810,358,76,161,2,14,55,144
S01001196,880,168,138,310,5,45,120,94
S01001197,416,142,78,107,2,16,40,31
S01001198,576,224,74,150,5,15,42,66
S01001199,690,212,102,204,6,27,68,71
S01001200,808,204,90,290,4,46,93,81
S01001201,540,160,52,224,1,23,53,27
S01001202,481,178,40,140,-,26,41,56
S01001203,617,178,46,210,8,28,68,79
S01001204,642,430,36,99,1,13,24,39
S01001205,618,304,82,145,8,13,30,36
S01001206,646,160,92,231,3,20,79,61
S01001207,615,230,60,204,3,18,40,60
S01001208,440,132,52,139,6,21,47,43
S01001209,403,202,78,82,3,12,19,7
S01001210,676,230,86,199,2,14,64,81
S01001211,876,454,82,193,3,8,44,92
S01001212,472,108,66,169,6,22,61,40
S01001213,659,174,86,239,6,38,57,59
S01001214,647,236,76,164,4,22,64,81
S01001215,632,312,42,139,4,15,41,79
S01001216,720,264,116,211,9,20,62,38
S01001217,818,216,102,339,2,46,69,44
S01001218,632,368,54,128,5,17,27,33
S01001219,583,336,62,107,5,11,30,32
S01001220,417,152,48,131,5,19,33,29
S01001221,1031,632,134,175,-,24,41,25
S01001222,847,264,134,223,4,28,94,100
S01001223,608,334,68,125,1,26,24,30
S01001224,677,232,70,255,3,27,51,39
S01001225,790,458,64,155,2,11,24,76
S01001226,348,124,44,133,1,9,22,15
S01001227,548,284,76,124,3,14,21,26
S01001228,634,346,56,120,-,17,23,72
S01001229,611,306,56,159,4,11,32,43
S01001230,637,226,60,196,-,26,67,62
S01001231,520,226,60,127,1,16,46,44
S01001232,1678,1042,258,264,8,33,42,31
